,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.8,0.54,0.6,0.28,0.56,0.42,0.36,0.08,0.71
bibletime.csv,0.54,0.53,0.68,0.3,0.53,0.44,0.5,0.06,0.78
flexpay.csv,0.67,0.25,0.07,0.35,0.48,0.17,0.57,0.0,0.45
lufa-lib.csv,0.79,0.4,0.49,0.3,0.34,0.32,0.63,0.0,0.45
nullc.csv,0.8,0.5,0.62,0.28,0.43,0.45,0.42,0.05,0.75
pgui.csv,0.89,0.4,0.0,0.2,0.51,0.51,0.6,0.0,0.9
superwaba.csv,0.77,0.64,0.65,0.32,0.45,0.49,0.36,0.07,0.87
sylpheed-claws.csv,0.9,0.58,0.68,0.3,0.51,0.47,0.6,0.06,0.9
xqilla.csv,0.41,0.26,0.3,0.14,0.37,0.13,0.2,0.46,0.26
