,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,1.0
libtorrent.csv,0.57,1.0,0.74,0.63,0.3,0.38
moviesandbox.csv,0.95,0.36,0.65,0.14,0.73,0.36
sigil.csv,0.73,0.46,1.0,0.65,0.82,0.8
xbg.csv,0.21,0.04,0.27,1.0,0.02,0.38
xtreemfs.csv,0.64,0.46,0.66,0.54,0.99,0.78
