,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0
libtorrent.csv,0.77,0.0,0.49,0.62,0.92,0.89
moviesandbox.csv,0.06,0.11,0.19,0.13,0.15,0.45
sigil.csv,0.54,0.06,0.0,0.18,0.16,0.56
xbg.csv,0.09,0.0,0.22,0.0,0.03,0.04
xtreemfs.csv,0.51,0.06,0.11,0.24,0.03,0.58
