,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,1.0
libtorrent.csv,0.89,1.0,0.83,0.75,0.97,1.0
moviesandbox.csv,0.95,0.31,0.62,0.12,0.71,0.33
sigil.csv,0.86,0.41,1.0,0.62,0.82,1.0
xbg.csv,0.18,0.03,0.23,1.0,0.02,0.33
xtreemfs.csv,0.7,0.41,0.62,0.5,1.0,1.0
