,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.66,1.0,0.79,0.69,1.0,0.99,0.79,0.81,0.42,0.86,0.92,0.87,0.62,0.68,0.65,0.93,0.63,0.6
encog-cs.csv,0.71,0.87,0.91,0.77,0.83,0.95,0.46,0.88,0.77,0.97,0.73,0.98,0.86,0.78,0.99,0.7,0.78,1.0
geochat.csv,0.88,0.93,0.97,0.82,0.83,0.69,0.91,0.92,0.74,1.01,0.93,0.72,0.8,0.78,0.93,0.91,0.5,0.86
ibatisdb.csv,0.83,0.86,0.83,0.69,0.83,0.54,0.69,0.79,0.91,0.99,0.89,0.29,0.81,0.69,0.82,0.75,0.75,0.86
inkscape.csv,0.73,1.0,0.39,0.63,0.93,0.98,1.0,0.76,0.71,0.77,0.98,0.99,1.0,0.61,0.83,1.0,0.83,0.85
jam-daq.csv,0.74,0.45,0.89,0.86,0.95,0.57,0.86,0.39,0.96,0.82,0.78,0.84,1.0,0.87,0.88,0.78,0.77,0.83
jhotdraw.csv,0.91,1.01,0.78,0.76,0.76,0.45,0.97,0.77,0.86,0.83,0.76,0.7,0.93,0.76,0.92,0.75,0.8,0.92
ninject.csv,0.88,0.95,0.88,0.8,0.77,0.79,0.81,0.92,0.79,0.7,0.69,0.52,0.16,0.81,0.78,0.72,0.65,0.63
ofbiz.csv,0.7,0.59,0.79,0.71,0.79,0.76,0.58,0.79,0.8,0.76,0.4,0.8,0.68,0.7,0.89,0.76,0.72,0.46
oorexx.csv,0.51,0.77,0.64,0.55,0.84,0.85,0.79,0.62,0.84,0.63,0.82,0.82,0.8,0.53,0.62,0.52,0.62,0.81
opentibia.csv,0.39,0.8,0.98,0.87,0.75,0.92,0.65,0.97,0.74,0.83,0.74,0.45,0.61,0.9,0.72,0.95,0.75,0.64
projectts.csv,0.82,1.0,0.71,0.77,0.63,0.75,0.65,0.81,0.61,0.68,0.67,0.64,0.71,0.75,0.75,0.84,0.78,0.38
retromenu.csv,0.67,0.31,0.93,0.83,0.92,0.77,0.57,0.64,0.95,0.91,0.74,0.79,0.8,0.85,0.69,0.84,1.0,0.79
roolo.csv,0.96,0.92,0.64,0.73,0.64,0.77,0.79,0.7,0.57,0.24,0.91,1.02,1.0,0.71,0.81,0.88,0.84,0.9
tango-cs.csv,0.74,0.92,0.78,0.84,0.7,0.75,0.91,0.76,0.89,1.05,0.68,0.73,0.71,0.85,0.54,0.68,0.88,0.73
trinitycore.csv,0.76,0.81,0.67,0.51,0.88,0.92,0.94,0.91,0.83,0.58,0.76,0.99,0.4,0.52,0.71,0.69,0.86,0.81
uface.csv,0.81,0.71,0.81,0.76,0.68,0.84,0.72,0.93,0.81,0.76,0.69,0.61,0.75,0.75,0.68,0.88,0.88,0.09
uwom-server.csv,0.67,0.55,0.63,0.5,0.84,0.8,0.73,0.68,0.68,0.39,0.79,0.56,0.58,0.51,0.67,0.75,0.73,0.52
