,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.89,0.32,0.62,0.26,0.58,0.18,0.38,0.38,0.83,0.26,0.69,0.28,0.13,0.26,0.44,0.36,0.3,0.74
encog-cs.csv,0.89,0.25,0.57,0.29,0.55,0.17,0.54,0.44,0.69,0.35,0.68,0.26,0.08,0.28,0.4,0.65,0.27,0.67
geochat.csv,0.79,0.19,0.25,0.19,0.52,0.22,0.5,0.28,0.95,0.07,0.56,0.34,0.25,0.21,0.6,0.44,0.38,0.83
ibatisdb.csv,0.85,0.43,0.48,0.26,0.48,0.26,0.46,0.48,1.0,0.09,0.69,0.6,0.14,0.26,0.37,0.56,0.33,0.88
inkscape.csv,0.87,0.31,0.79,0.3,0.59,0.18,0.36,0.47,0.75,0.32,0.68,0.26,0.08,0.3,0.4,0.58,0.25,0.69
jam-daq.csv,0.96,0.5,0.62,0.21,1.0,0.25,0.75,0.69,0.6,0.4,0.71,0.32,0.0,0.21,0.35,0.89,0.22,1.0
jhotdraw.csv,0.77,0.13,0.54,0.22,0.58,0.45,0.31,0.45,0.67,0.33,0.65,0.29,0.07,0.22,0.29,0.57,0.23,0.53
ninject.csv,0.8,0.5,0.43,0.2,0.56,0.15,0.39,0.29,0.72,0.36,0.77,0.36,0.36,0.2,0.35,0.59,0.27,0.74
ofbiz.csv,0.88,0.39,0.51,0.27,0.52,0.18,0.44,0.42,0.84,0.35,0.82,0.2,0.1,0.27,0.25,0.58,0.23,0.87
oorexx.csv,0.94,0.45,0.63,0.35,0.75,0.2,0.45,0.67,0.67,0.4,0.84,0.28,0.5,0.36,0.45,0.71,0.31,0.78
opentibia.csv,0.94,0.27,0.2,0.17,0.57,0.16,0.4,0.2,0.69,0.31,0.76,0.41,0.25,0.14,0.39,0.67,0.21,0.76
projectts.csv,0.85,0.32,0.58,0.26,0.64,0.19,0.4,0.43,0.84,0.37,0.7,0.34,0.11,0.26,0.37,0.62,0.26,0.84
retromenu.csv,0.9,0.61,0.6,0.31,1.0,0.32,0.46,0.65,1.0,0.33,0.86,0.33,0.33,0.3,0.56,0.75,0.0,1.0
roolo.csv,0.76,0.32,0.62,0.25,0.65,0.18,0.31,0.46,0.8,0.76,0.66,0.12,0.08,0.25,0.37,0.55,0.24,0.66
tango-cs.csv,0.88,0.32,0.62,0.27,0.6,0.2,0.34,0.5,0.7,0.24,0.74,0.29,0.11,0.26,0.52,0.62,0.25,0.72
trinitycore.csv,0.88,1.0,0.61,0.37,0.56,0.1,0.5,0.33,0.63,0.56,0.66,0.05,0.17,0.35,0.4,0.6,0.2,0.6
uface.csv,0.86,0.4,0.61,0.26,0.59,0.19,0.4,0.47,0.68,0.32,0.73,0.31,0.11,0.27,0.44,0.61,0.25,0.97
uwom-server.csv,0.91,0.59,0.69,0.37,0.48,0.24,0.36,0.65,0.71,0.68,0.62,0.34,0.12,0.36,0.42,0.56,0.26,0.76
