,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
exl.csv,0.57,0.42,0.61,0.64,0.52,0.48,0.21,0.45,0.59,0.92,0.54,0.64,0.62,0.71,0.55,0.6,0.0,0.5
ildjit.csv,0.99,1.0,1.0,0.89,0.95,1.04,1.0,0.04,0.96,0.95,0.97,1.0,0.95,1.02,0.8,0.98,1.0,0.67
konversation.csv,0.95,0.08,0.67,0.64,0.77,0.73,0.02,0.93,0.73,0.78,0.67,0.44,0.7,0.77,0.76,0.75,0.58,0.69
ltp.csv,0.03,0.71,0.67,0.67,0.81,1.0,0.46,0.86,0.86,0.65,0.7,1.13,0.57,0.69,0.87,0.68,0.77,0.83
mcmc-jags.csv,0.57,0.39,0.55,0.72,0.61,0.07,0.35,0.92,0.52,0.75,0.35,1.0,0.43,0.5,0.75,0.64,0.53,0.75
micomt.csv,0.85,0.77,0.79,0.6,0.87,0.85,1.34,0.7,0.86,0.83,0.92,0.98,0.93,0.08,0.96,0.84,0.87,0.86
migen.csv,0.95,0.27,0.5,0.75,0.0,0.88,0.29,0.82,0.81,0.69,0.49,0.38,0.64,0.8,0.62,0.68,0.49,0.55
moviesandbox.csv,0.89,0.37,0.07,0.64,0.58,0.87,1.0,0.92,0.61,0.77,0.47,0.63,0.6,0.69,1.03,0.6,0.56,0.8
nebuladevice.csv,0.97,0.43,0.93,0.82,0.78,0.81,0.08,0.9,0.89,0.87,0.98,0.75,0.86,0.85,0.07,0.88,0.98,0.67
opengs.csv,0.79,0.43,0.48,0.89,0.56,1.01,0.15,0.89,0.02,0.83,0.75,0.36,0.66,0.85,0.74,0.78,0.49,0.5
openxava.csv,0.75,0.49,0.56,0.67,0.67,0.66,0.27,0.64,0.67,0.63,0.88,0.12,0.78,0.86,0.72,0.63,0.65,0.57
passwordsafe.csv,0.59,0.51,0.5,0.83,0.64,1.01,0.42,0.97,0.55,0.72,0.42,0.81,0.63,0.55,0.43,0.04,0.5,0.64
phonon-vlc-mplayer.csv,0.71,0.32,0.47,0.82,0.69,0.8,0.25,0.94,0.64,0.82,0.06,0.79,0.68,0.54,0.84,0.67,0.65,0.48
sepgsql.csv,1.0,1.0,0.93,0.11,0.98,0.93,1.0,0.97,1.0,0.96,0.61,0.94,0.97,0.92,1.0,0.95,0.98,1.0
tcl.csv,0.83,0.65,0.9,0.9,0.8,0.8,1.02,0.54,0.63,0.08,0.74,1.0,0.9,0.88,0.81,0.87,0.86,1.1
unflobtactical.csv,0.67,0.46,0.76,0.56,0.55,0.8,0.35,0.93,0.79,0.95,0.74,0.46,0.03,0.82,0.79,0.67,0.68,0.52
