,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.64,0.83,0.58,0.67,0.7,0.7,0.95,0.73,0.59,0.12,0.57,0.74,0.49,0.63,0.6,0.52,1.0,0.83
ildjit.csv,0.02,0.0,0.0,0.13,0.07,0.0,0.0,0.97,0.05,0.06,0.05,0.0,0.07,0.0,0.24,0.02,0.0,0.38
konversation.csv,0.1,0.93,0.39,0.45,0.28,0.32,1.0,0.09,0.33,0.36,0.42,0.61,0.36,0.35,0.31,0.34,0.54,0.37
ltp.csv,0.98,0.45,0.45,0.5,0.25,0.0,0.85,0.2,0.22,0.47,0.36,0.14,0.56,0.42,0.23,0.45,0.33,0.36
mcmc-jags.csv,0.62,0.74,0.69,0.4,0.63,0.94,0.9,0.34,0.65,0.35,0.75,0.0,0.76,0.58,0.47,0.44,0.68,0.56
micomt.csv,0.47,0.56,0.54,0.64,0.43,0.47,0.0,0.63,0.44,0.51,0.33,0.3,0.36,0.93,0.35,0.48,0.43,0.45
migen.csv,0.24,0.82,0.59,0.58,1.0,0.16,0.92,0.53,0.26,0.57,0.59,0.71,0.44,0.34,0.54,0.38,0.58,0.64
moviesandbox.csv,0.13,0.7,0.94,0.42,0.49,0.16,0.0,0.2,0.49,0.27,0.59,0.43,0.47,0.36,0.0,0.45,0.53,0.36
nebuladevice.csv,0.04,0.62,0.09,0.23,0.28,0.24,0.98,0.12,0.13,0.45,0.04,0.29,0.17,0.34,0.94,0.15,0.06,0.38
opengs.csv,0.55,0.63,0.65,0.4,0.58,0.0,0.97,0.43,0.98,0.21,0.29,0.82,0.42,0.18,0.37,0.27,0.57,0.66
openxava.csv,0.49,0.71,0.62,0.52,0.61,0.44,0.93,0.5,0.43,0.56,0.25,0.9,0.37,0.26,0.48,0.48,0.42,0.64
passwordsafe.csv,0.68,0.66,0.71,0.51,0.6,0.0,0.87,0.33,0.64,0.47,0.78,0.52,0.64,0.56,0.76,0.97,0.73,0.74
phonon-vlc-mplayer.csv,0.47,0.76,0.68,0.36,0.6,0.24,0.94,0.3,0.45,0.51,0.95,0.57,0.6,0.51,0.23,0.44,0.64,0.67
sepgsql.csv,0.0,0.0,0.09,0.91,0.07,0.09,0.0,0.04,0.0,0.06,0.51,0.07,0.04,0.1,0.0,0.06,0.02,0.0
tcl.csv,0.49,0.56,0.13,0.4,0.28,0.31,0.0,0.68,0.47,0.93,0.44,0.07,0.17,0.33,0.31,0.26,0.23,0.0
unflobtactical.csv,0.4,0.72,0.55,0.55,0.58,0.24,0.9,0.12,0.26,0.06,0.43,0.64,0.98,0.27,0.36,0.49,0.47,0.66
