,f1,g,recall,precision,pf,wins
botsnscouts.csv,0.67,0.62,0.68,0.73,0.33,17
bzbyte.csv,0.44,0.0,0.63,0.52,0.47,0
chrysalis.csv,0.52,0.51,0.52,0.8,0.22,13
dspace-gsoc.csv,0.7,0.54,0.73,0.68,0.63,9
fbmanager.csv,0.67,0.54,0.74,0.66,0.56,11
fityk.csv,0.64,0.6,0.72,0.69,0.41,15
fleet-simulator.csv,0.75,0.56,0.91,0.67,0.78,12
freenet.csv,0.57,0.43,0.76,0.62,0.68,4
google-caja.csv,0.7,0.62,0.86,0.69,0.7,14
k3b.csv,0.71,0.52,0.85,0.65,0.8,6
mediaportal.csv,0.38,0.31,0.27,0.73,0.11,3
myfaces.csv,0.52,0.5,0.46,0.78,0.22,10
onotoa.csv,0.46,0.36,0.44,0.62,0.62,1
paintown.csv,0.71,0.53,0.82,0.7,0.76,7
poormans.csv,0.41,0.37,0.33,0.68,0.24,2
sqlpower-library.csv,0.72,0.53,0.88,0.68,0.81,8
triplea.csv,0.65,0.6,0.72,0.75,0.47,16
xamj.csv,0.68,0.49,0.86,0.65,0.82,5
