,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.67,0.71,0.73,0.79,0.68,0.81,0.76,0.74,0.36,0.78,0.74,0.79,0.25,0.7,0.41,1.0,0.37,1.0,0.43
bzbyte.csv,0.0,0.0,0.52,0.71,0.81,0.82,0.52,0.0,0.0,0.71,0.63,0.89,0.0,0.65,0.21,0.87,0.17,0.98,0.0
chrysalis.csv,0.76,0.8,0.75,0.8,0.84,0.9,0.93,0.84,0.18,0.84,0.55,0.81,0.29,0.94,0.28,1.0,0.39,0.98,0.48
dspace-gsoc.csv,0.6,0.54,0.68,0.71,0.65,0.81,0.57,0.74,0.13,0.75,0.82,0.74,0.21,0.76,0.21,1.0,0.17,0.98,0.28
fbmanager.csv,0.55,0.61,0.79,0.75,0.65,0.76,0.61,0.74,0.14,1.0,0.66,0.83,0.19,0.79,0.44,1.0,0.31,1.0,0.3
fityk.csv,0.65,0.63,0.61,0.79,0.78,0.82,0.65,0.83,0.17,0.79,0.69,0.77,0.2,0.78,0.34,1.0,0.44,0.98,0.46
fleet-simulator.csv,0.51,0.59,0.5,0.78,0.67,0.83,0.5,0.77,0.16,0.71,0.72,0.76,0.2,0.69,0.25,1.0,0.19,0.98,0.33
freenet.csv,0.41,0.58,0.48,0.78,0.78,0.86,0.49,0.8,0.14,0.62,0.62,0.83,0.19,0.65,0.25,0.77,0.18,0.98,0.35
google-caja.csv,0.69,0.6,0.68,0.8,0.68,0.83,0.56,0.91,0.14,0.82,0.69,0.76,0.23,0.7,0.32,1.0,0.27,0.98,0.32
k3b.csv,0.61,0.57,0.52,0.8,0.71,0.8,0.53,0.75,0.13,0.83,0.65,0.78,0.2,0.67,0.22,0.83,0.17,0.98,0.32
mediaportal.csv,0.64,0.73,1.0,0.9,0.88,0.79,0.73,0.9,0.35,0.87,0.69,1.0,0.34,0.56,0.48,1.0,0.4,1.0,0.58
myfaces.csv,0.66,0.72,0.85,0.82,0.81,0.86,0.65,1.0,0.36,0.85,0.72,0.78,0.27,0.78,0.54,1.0,0.5,1.0,0.38
onotoa.csv,0.39,0.67,0.5,0.62,0.62,0.84,0.45,0.54,0.08,0.67,0.62,0.72,0.09,0.65,0.17,0.72,0.14,0.98,0.19
paintown.csv,0.76,0.6,0.57,0.73,0.69,0.82,0.48,0.72,0.14,0.78,0.7,0.79,0.22,0.73,0.21,0.87,0.17,0.97,0.3
poormans.csv,0.35,0.65,0.33,0.88,0.8,0.84,0.66,0.94,0.28,0.76,0.68,0.8,0.2,0.56,0.52,1.0,0.43,1.0,0.76
sqlpower-library.csv,0.48,0.61,0.56,0.84,0.7,0.84,0.5,0.79,0.17,0.73,0.68,0.75,0.19,0.69,0.25,0.84,0.23,0.98,0.38
triplea.csv,0.65,0.81,0.65,0.81,0.65,0.83,0.58,0.8,0.15,0.78,0.84,0.75,0.23,0.81,0.23,1.0,0.3,1.0,0.33
xamj.csv,0.46,0.61,0.51,0.85,0.66,0.84,0.53,0.75,0.2,0.7,0.65,0.76,0.19,0.68,0.24,1.0,0.2,1.0,0.59
