,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.51,0.58,0.41,0.61,0.8,0.9,0.37,0.93,0.34,0.6,0.55,0.67,0.58,0.73,0.45,0.04,0.64,0.5,0.5
bzbyte.csv,1.0,1.0,1.0,0.74,0.89,1.0,0.7,1.0,1.0,1.0,0.76,0.39,1.0,1.0,1.0,1.0,1.0,1.01,1.0
chrysalis.csv,0.6,0.38,0.74,0.56,0.51,0.68,0.48,0.5,0.66,0.57,0.87,0.74,0.55,0.64,0.58,0.72,0.3,1.02,0.58
dspace-gsoc.csv,0.54,0.92,0.5,0.74,0.92,0.89,0.68,0.84,0.91,0.67,0.4,0.83,0.68,0.53,0.72,0.09,0.72,1.04,0.96
fbmanager.csv,0.65,0.79,0.38,0.78,0.97,0.84,0.55,1.0,0.99,0.79,0.75,0.54,1.0,0.47,0.46,0.76,0.68,0.12,0.98
fityk.csv,0.51,0.71,0.58,0.62,0.5,0.73,0.53,0.51,0.71,0.57,0.65,0.76,0.81,0.49,0.46,0.83,0.5,1.0,0.46
fleet-simulator.csv,0.78,0.96,0.92,0.66,0.87,0.74,1.0,0.75,0.78,1.0,0.69,0.77,0.9,0.79,0.8,0.04,0.66,1.0,0.79
freenet.csv,0.82,0.88,0.89,0.63,0.47,0.65,1.0,0.61,0.86,0.89,1.01,0.69,0.95,0.82,0.66,0.93,0.7,1.01,0.7
google-caja.csv,0.42,0.87,0.47,0.56,0.78,0.82,0.71,0.29,0.9,0.53,0.75,1.0,0.7,0.71,0.52,0.19,0.49,1.0,0.89
k3b.csv,0.52,0.97,1.0,0.61,0.68,1.01,0.72,0.93,0.94,0.47,0.95,0.79,0.73,0.77,0.73,1.04,0.99,1.01,0.81
mediaportal.csv,0.77,0.68,0.94,0.6,0.7,0.84,0.71,0.76,0.56,0.78,0.74,0.79,0.51,0.9,0.55,0.87,0.85,0.72,0.73
myfaces.csv,0.49,0.64,0.68,0.5,0.58,0.62,0.63,0.76,0.35,0.63,0.69,0.68,0.58,0.54,0.57,0.31,0.89,0.53,0.58
onotoa.csv,0.93,0.65,0.79,0.99,0.77,0.69,0.84,0.93,0.99,0.77,0.8,0.78,0.92,0.79,0.91,1.1,0.83,1.04,0.95
paintown.csv,0.36,0.8,0.7,0.94,0.72,0.79,1.0,1.0,0.96,0.58,0.7,0.66,0.68,0.6,0.92,1.0,0.96,1.08,0.99
poormans.csv,0.87,0.65,0.92,0.53,0.56,0.81,0.46,0.78,0.47,0.72,0.71,0.87,0.89,0.85,0.3,0.96,0.89,0.38,0.69
sqlpower-library.csv,0.91,0.87,0.81,0.48,0.74,0.66,1.0,0.61,0.68,0.83,0.69,0.9,0.97,0.86,0.8,1.03,0.56,1.01,0.63
triplea.csv,0.51,0.39,0.54,0.54,0.89,0.69,0.61,0.62,0.84,0.57,0.58,0.74,0.61,0.51,0.76,0.06,0.43,0.21,0.7
xamj.csv,0.97,0.7,0.97,0.47,0.98,0.82,0.85,0.93,0.55,0.89,0.91,1.0,0.95,0.83,0.79,0.46,0.62,0.57,0.38
