,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.56,0.53,0.71,0.83,0.87,0.8,0.7,0.94,0.73,0.53,0.64,0.72,0.68,0.32,0.62,0.96,0.37,0.5,0.68
bzbyte.csv,0.0,0.0,1.0,0.43,0.11,0.99,0.63,0.0,0.0,1.0,0.33,0.72,0.0,0.91,1.0,1.0,1.0,0.86,0.0
chrysalis.csv,0.41,0.75,0.26,0.7,0.52,0.35,0.52,0.63,0.9,0.47,0.17,0.3,0.56,0.36,0.79,0.28,0.89,0.79,0.46
dspace-gsoc.csv,0.6,0.66,0.62,0.48,0.88,0.82,0.89,0.81,0.81,0.76,0.75,0.7,0.73,0.73,0.65,0.91,0.59,0.71,0.86
fbmanager.csv,0.82,0.78,0.68,0.83,0.94,0.38,0.74,0.97,1.0,0.21,0.69,0.7,1.0,0.7,0.59,0.24,0.33,0.88,0.99
fityk.csv,0.59,0.75,0.74,0.8,0.65,0.62,0.56,0.69,0.9,0.53,0.5,0.77,0.88,0.73,0.79,0.17,0.52,0.91,0.72
fleet-simulator.csv,0.87,0.91,0.82,0.87,0.93,0.72,1.0,0.87,0.92,1.0,0.92,0.74,0.97,0.84,1.0,0.96,0.7,0.93,0.9
freenet.csv,0.44,0.78,0.71,0.76,0.72,0.43,0.96,0.76,0.9,0.52,0.86,0.35,0.94,0.73,0.82,0.31,0.63,0.84,0.84
google-caja.csv,0.71,0.84,0.74,0.8,0.84,0.88,0.89,0.81,0.96,0.55,0.86,0.98,0.92,0.8,0.88,0.81,0.89,0.93,0.99
k3b.csv,0.75,0.84,1.0,0.85,0.83,0.86,0.74,0.95,0.9,0.67,0.94,0.88,0.7,0.75,0.74,0.7,1.0,0.88,0.85
mediaportal.csv,0.24,0.34,0.06,0.41,0.3,0.2,0.3,0.24,0.46,0.22,0.31,0.21,0.56,0.11,0.47,0.13,0.15,0.28,0.27
myfaces.csv,0.6,0.41,0.32,0.72,0.46,0.57,0.41,0.24,0.71,0.4,0.36,0.44,0.52,0.57,0.44,0.69,0.11,0.47,0.66
onotoa.csv,0.57,0.44,0.26,0.54,0.33,0.72,0.19,0.17,0.5,0.45,0.58,0.4,0.16,0.68,0.62,0.33,0.22,0.72,0.41
paintown.csv,0.71,0.75,0.82,0.96,0.78,0.76,0.93,0.91,0.98,0.55,0.83,0.65,0.78,0.75,0.91,0.96,0.96,0.6,1.0
poormans.csv,0.19,0.47,0.12,0.5,0.5,0.22,0.78,0.22,0.6,0.33,0.36,0.14,0.94,0.32,0.76,0.04,0.11,0.62,0.31
sqlpower-library.csv,0.88,0.88,0.94,0.67,0.89,0.66,1.0,0.74,0.9,0.95,0.72,0.86,0.98,0.95,1.0,0.76,0.67,0.9,0.86
triplea.csv,0.59,0.69,0.59,0.74,0.87,0.59,0.52,0.82,0.94,0.72,0.44,0.58,0.72,0.57,0.82,0.94,0.74,0.79,0.75
xamj.csv,0.88,0.59,0.91,0.63,0.98,0.92,0.96,0.97,0.85,0.86,0.86,0.98,0.94,0.86,0.94,0.54,0.63,0.43,0.69
