,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.09,0.97,0.05,0.0
k3b.csv,0.55,0.13,0.41,0.65,0.99
myfaces.csv,0.49,0.33,0.69,0.93,0.42
robocode.csv,0.96,0.61,0.52,0.61,0.55
zildo.csv,0.35,1.0,0.2,0.46,0.59
