,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,1.0,1.0,0.25,0.0
k3b.csv,0.57,0.62,0.5,0.21,0.98
myfaces.csv,0.42,0.43,0.65,1.0,0.81
robocode.csv,0.96,0.57,0.54,0.19,0.79
zildo.csv,0.7,1.0,0.53,0.21,0.73
