,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.79,0.75,0.35,0.09,0.38,1.0,0.38,0.84,0.27,0.94,0.68,1.0,0.0,0.6,0.32
emulemorph.csv,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
fceugc.csv,0.76,0.5,0.2,0.06,1.0,0.94,0.5,0.63,0.5,0.65,0.68,0.72,0.03,0.18,0.22
gnukeda.csv,0.79,1.0,0.35,0.04,0.38,1.0,0.2,0.76,0.09,0.67,0.58,0.57,0.02,0.28,0.22
gusanos.csv,0.78,0.64,0.28,0.01,0.39,0.99,0.17,1.0,0.11,0.62,0.64,0.56,0.02,0.23,0.25
micomt.csv,0.9,0.9,0.0,0.17,0.25,1.0,1.0,0.8,0.0,0.93,0.87,0.62,0.0,0.75,0.19
modplug.csv,0.8,0.57,0.37,0.06,0.33,0.97,0.18,0.75,0.14,1.0,0.66,0.67,0.04,0.33,0.23
ogre.csv,0.72,0.55,0.27,0.06,0.33,1.0,0.18,0.7,0.11,0.69,0.55,0.55,0.02,0.23,0.21
openfrag.csv,0.72,0.53,0.33,0.03,0.37,0.96,0.28,0.81,0.12,0.74,1.0,0.61,0.02,0.28,0.24
oscarmcmaster.csv,0.88,1.0,0.6,0.0,0.0,1.0,0.12,0.67,0.0,0.89,1.0,0.26,0.0,0.0,1.0
pidgin.csv,0.99,0.58,0.36,0.08,0.55,0.97,0.25,0.82,0.17,0.8,0.64,0.63,0.03,0.36,0.24
repositorium.csv,0.65,0.5,0.27,0.06,0.5,0.97,0.12,0.57,0.9,0.59,0.66,0.57,0.02,0.25,0.23
unimrcp.csv,0.95,0.89,1.0,0.14,0.8,1.0,0.25,0.91,0.33,1.0,0.91,0.53,0.02,0.67,0.38
xapian.csv,0.82,0.69,0.46,0.07,0.38,0.98,0.32,0.75,0.12,0.84,0.52,0.63,0.04,1.0,0.24
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
