,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.55,0.63,0.62,0.58,0.67,0.75,0.56,0.51,0.73,0.69,0.68,0.03,1.12,0.66,0.58
emulemorph.csv,0.99,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.93
fceugc.csv,0.76,0.85,0.82,0.85,0.05,1.22,0.92,0.86,0.91,0.78,0.73,0.81,0.72,0.8,0.76
gnukeda.csv,0.56,0.0,0.6,0.85,0.63,0.54,0.73,0.58,0.8,0.8,0.73,0.79,0.87,0.62,0.72
gusanos.csv,0.6,0.59,0.92,1.07,0.61,0.52,0.82,0.0,0.72,0.88,0.6,0.73,0.82,0.72,0.64
micomt.csv,0.83,0.77,1.0,0.67,0.95,0.91,0.08,0.88,1.0,0.75,0.8,0.79,1.0,0.88,0.75
modplug.csv,0.59,0.71,0.56,0.74,0.8,1.08,0.78,0.65,0.79,0.02,0.54,0.52,0.7,0.51,0.69
ogre.csv,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99
openfrag.csv,0.77,0.74,0.67,0.95,0.64,1.16,0.52,0.48,0.7,0.64,0.02,0.63,0.76,0.61,0.64
oscarmcmaster.csv,0.74,0.9,0.78,1.0,1.0,0.91,0.93,0.87,1.0,0.86,0.82,0.96,1.02,1.0,0.15
pidgin.csv,0.04,0.67,0.59,0.66,0.49,0.96,0.61,0.5,0.61,0.49,0.58,0.59,0.72,0.5,0.65
repositorium.csv,0.86,0.8,0.83,0.85,0.77,0.85,0.88,0.89,0.18,0.87,0.67,0.67,0.78,0.74,0.8
unimrcp.csv,0.75,0.8,0.04,0.53,0.62,0.93,0.92,0.7,0.73,0.73,0.85,0.88,0.76,0.69,0.68
xapian.csv,0.62,0.5,0.78,0.62,0.62,0.73,0.42,0.73,0.69,0.44,0.76,0.63,0.52,0.0,0.7
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
