,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.13,0.14,0.45,0.51,0.59,0.25,0.92
encog-java.csv,0.26,0.15,0.33,0.76,0.59,0.12,0.8
h2database.csv,0.23,0.3,0.57,0.61,0.77,0.17,0.94
haphazard.csv,0.13,0.07,0.52,0.41,0.47,0.41,0.92
jaql.csv,0.16,0.18,0.5,0.66,0.64,0.14,0.98
raven-monitoring.csv,0.13,0.09,0.61,0.45,0.13,0.26,1.0
v8.csv,0.05,0.2,0.38,0.33,0.4,0.18,0.99
