,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.65,0.67,0.78,0.05,0.61,0.38,0.65,0.58,0.86
carabiner.csv,0.75,0.57,0.68,0.95,0.62,1.0,0.98,0.05,0.91
grisbi.csv,0.84,0.86,0.93,0.55,0.78,0.05,0.65,0.89,0.88
jmol.csv,0.69,0.61,0.04,0.91,0.68,0.91,0.43,0.89,0.63
minig.csv,0.72,0.59,0.6,0.57,0.09,0.73,0.73,0.78,0.44
mobicents.csv,0.75,0.02,0.68,0.84,0.61,0.5,0.64,0.65,0.69
x4x.csv,0.0,0.88,0.96,1.0,0.88,0.93,0.99,0.95,0.94
zabbix.csv,0.63,0.77,0.68,0.61,0.69,0.74,0.01,0.62,0.83
zxing.csv,0.72,0.63,0.72,0.89,0.65,0.66,0.94,0.77,0.04
