,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.71,0.64,0.65,0.95,0.5,0.74,0.58,0.55,0.61
carabiner.csv,0.67,0.52,0.69,0.05,0.41,0.0,0.02,0.95,0.16
grisbi.csv,0.9,0.94,0.85,0.62,0.91,0.95,0.55,0.55,0.98
jmol.csv,0.52,0.46,0.99,0.69,0.35,0.7,0.69,0.14,0.41
minig.csv,0.57,0.52,0.51,0.44,0.91,0.27,0.32,0.23,0.62
mobicents.csv,0.38,0.98,0.45,0.21,0.46,0.59,0.38,0.41,0.45
x4x.csv,1.0,0.92,0.88,1.0,0.93,0.97,1.0,0.91,0.95
zabbix.csv,0.76,0.79,0.8,0.9,0.67,0.8,1.0,0.86,0.91
zxing.csv,0.57,0.53,0.4,0.92,0.54,0.83,0.83,0.36,0.96
