,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.38,0.41,0.39,0.51,0.47,0.34,0.42,0.47,0.4
carabiner.csv,0.39,0.47,0.37,0.5,0.65,0.0,0.5,0.62,0.8
grisbi.csv,0.31,0.36,0.34,0.42,0.35,0.32,0.43,0.49,0.36
jmol.csv,0.36,0.51,0.37,0.49,0.65,0.41,0.68,0.92,0.48
minig.csv,0.35,0.44,0.38,0.5,0.57,0.67,0.54,0.73,0.36
mobicents.csv,0.52,0.52,0.56,0.83,0.62,0.44,0.9,0.65,0.53
x4x.csv,0.4,0.39,0.36,0.42,0.38,0.35,0.35,0.43,0.36
zabbix.csv,0.38,0.42,0.38,0.48,0.51,0.41,0.67,0.52,0.37
zxing.csv,0.45,0.54,0.61,0.43,0.48,0.36,0.37,0.67,0.41
