,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.62,0.59,0.53,0.96,0.52,0.73,0.56,0.57,0.47
carabiner.csv,0.56,0.55,0.6,0.06,0.45,0.0,0.02,0.96,0.19
grisbi.csv,0.48,0.46,0.32,0.62,0.57,0.96,0.55,0.44,0.4
jmol.csv,0.52,0.49,0.98,0.39,0.39,0.39,0.69,0.17,0.45
minig.csv,0.53,0.54,0.53,0.49,0.93,0.32,0.36,0.27,0.64
mobicents.csv,0.41,0.98,0.47,0.24,0.5,0.61,0.43,0.45,0.47
x4x.csv,1.0,0.42,0.17,0.0,0.42,0.27,0.05,0.24,0.24
zabbix.csv,0.65,0.56,0.64,0.72,0.59,0.59,1.0,0.69,0.5
zxing.csv,0.53,0.54,0.43,0.37,0.54,0.66,0.26,0.39,0.97
