,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.81,0.79,0.75,0.48,0.62,0.76,0.25,0.76,0.44,0.44,0.88,0.71,0.98,0.14,0.71
bl-toolkit.csv,0.42,0.69,0.6,0.25,0.43,0.98,0.26,0.58,0.24,0.24,0.5,0.62,0.61,0.06,0.21
bochs.csv,0.56,0.69,0.49,0.4,0.94,0.7,0.67,0.81,0.28,0.36,0.48,0.64,0.71,0.04,0.58
emeraldemu.csv,0.75,0.92,0.63,1.0,0.68,0.8,0.57,0.79,0.37,0.47,0.9,0.51,0.73,0.08,0.8
fbmanager.csv,1.0,0.69,0.72,0.4,0.53,0.77,0.35,0.9,0.3,0.42,0.62,0.54,0.68,0.06,0.5
modellus.csv,0.58,0.71,0.57,0.34,0.57,0.86,0.5,0.75,0.32,0.29,0.65,0.99,0.77,0.05,0.5
openmalaria.csv,0.65,0.83,0.6,0.42,0.48,0.74,0.43,0.85,0.29,0.28,1.0,0.59,0.62,0.07,0.41
pi-qmc.csv,0.57,0.7,0.57,0.36,0.48,0.67,0.29,0.74,0.25,0.33,0.45,0.61,0.67,0.09,1.0
plplot.csv,0.59,0.79,0.51,0.41,0.66,0.71,0.27,0.76,0.32,1.0,0.61,0.6,0.7,0.07,0.6
powerfolder.csv,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.38,0.0,1.0,0.86,1.0,1.0,0.0
psycle.csv,0.61,0.98,0.55,0.35,0.42,0.73,0.35,0.79,0.24,0.3,0.53,0.6,0.59,0.05,0.44
qgis.csv,0.68,0.74,0.99,0.53,0.6,0.67,0.5,0.76,0.4,0.39,0.59,0.7,0.65,0.07,0.56
sbml.csv,0.68,0.76,0.55,0.43,0.55,0.77,0.47,1.0,0.28,0.27,0.53,0.64,0.61,0.04,0.5
unimrcp.csv,0.67,0.86,0.62,0.6,0.86,0.0,0.96,1.0,0.46,1.0,1.0,0.76,0.78,0.14,0.67
wow-qrsk.csv,0.7,0.87,0.63,0.59,0.62,0.68,0.41,0.84,0.99,0.67,0.61,0.71,0.8,0.07,1.0
