,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,11.0,2.0,1.0,1.0,0.0,10.0,0.0
bl-toolkit.csv,7.0,0.0,0.0,3.0,1.0,0.0,14.0,6.0,7.0,17.0,2.0,0.0,8.0,51.0,35.0
bochs.csv,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,67.0,1.0,8.0,0.0,3.0,65.0,1.0
emeraldemu.csv,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,37.0,2.0,1.0,2.0,2.0,17.0,0.0
fbmanager.csv,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,21.0,4.0,6.0,2.0,1.0,31.0,3.0
modellus.csv,1.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0,36.0,8.0,4.0,0.0,0.0,25.0,3.0
openmalaria.csv,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,15.0,7.0,0.0,0.0,0.0,42.0,2.0
pi-qmc.csv,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,37.0,5.0,8.0,0.0,1.0,23.0,0.0
plplot.csv,0.0,0.0,1.0,2.0,0.0,2.0,14.0,0.0,41.0,0.0,5.0,5.0,0.0,35.0,1.0
powerfolder.csv,64.0,268.0,0.0,0.0,0.0,0.0,100.0,107.0,4.0,77.0,0.0,0.0,0.0,0.0,77.0
psycle.csv,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,43.0,11.0,9.0,0.0,5.0,78.0,3.0
qgis.csv,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,37.0,3.0,1.0,0.0,1.0,28.0,1.0
sbml.csv,0.0,2.0,9.0,8.0,0.0,1.0,0.0,0.0,33.0,5.0,5.0,5.0,3.0,67.0,4.0
unimrcp.csv,0.0,0.0,0.0,4.0,0.0,71.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0
wow-qrsk.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,35.0,0.0
