,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.1,0.24,0.14,0.31,0.12,0.36,0.62,0.41,0.18,0.25,0.04,0.16,0.03,0.26,0.07
bl-toolkit.csv,0.35,0.32,0.31,0.59,0.48,0.05,0.91,0.56,0.41,0.65,0.39,0.44,0.42,0.6,0.8
bochs.csv,0.23,0.43,0.78,0.46,0.04,0.36,0.04,0.31,0.46,0.28,0.43,0.28,0.34,0.68,0.14
emeraldemu.csv,0.13,0.04,0.19,0.0,0.11,0.09,0.14,0.19,0.21,0.16,0.02,0.67,0.27,0.28,0.04
fbmanager.csv,0.0,0.41,0.15,0.39,0.37,0.27,0.23,0.12,0.28,0.19,0.2,0.27,0.35,0.4,0.11
modellus.csv,0.16,0.35,0.23,0.24,0.17,0.05,0.19,0.19,0.25,0.61,0.12,0.01,0.23,0.35,0.18
openmalaria.csv,0.39,0.25,0.4,0.43,0.7,0.45,0.39,0.28,0.4,0.49,0.0,0.48,0.59,0.57,0.41
pi-qmc.csv,0.48,0.34,0.5,0.48,0.23,0.68,0.91,0.59,0.45,0.49,0.31,0.45,0.39,0.4,0.0
plplot.csv,0.42,0.28,0.52,0.44,0.18,0.41,0.99,0.47,0.38,0.0,0.25,0.43,0.45,0.51,0.11
powerfolder.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0
psycle.csv,0.52,0.04,0.6,0.73,0.91,0.68,0.65,0.56,0.62,0.56,0.57,0.57,0.77,0.85,0.34
qgis.csv,0.26,0.48,0.01,0.26,0.31,0.5,0.18,0.41,0.24,0.33,0.35,0.24,0.48,0.35,0.12
sbml.csv,0.35,0.39,0.51,0.5,0.29,0.5,0.32,0.0,0.5,0.65,0.53,0.38,0.56,0.74,0.23
unimrcp.csv,0.03,0.08,0.03,0.05,0.02,0.0,0.01,0.0,0.08,0.0,0.0,0.12,0.1,0.05,0.04
wow-qrsk.csv,0.1,0.11,0.22,0.17,0.17,0.27,0.14,0.22,0.0,0.07,0.18,0.19,0.14,0.45,0.0
