,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.63,0.58,0.59,0.47,0.74,0.6,0.76,0.61,0.43,0.54,0.67,0.61,0.04,0.26,0.55
bl-toolkit.csv,0.84,0.71,0.6,0.81,0.69,0.05,0.91,0.88,0.6,0.78,0.65,0.53,0.63,0.6,0.92
bochs.csv,0.77,0.65,0.81,0.55,0.09,0.72,0.78,0.55,0.52,0.64,0.68,0.57,0.47,0.79,0.52
emeraldemu.csv,0.66,0.73,0.68,0.05,0.7,0.84,0.54,0.73,0.52,0.64,0.79,0.73,0.5,0.49,0.64
fbmanager.csv,0.0,0.66,0.62,0.57,0.56,0.66,0.71,0.52,0.57,0.65,0.65,0.74,0.54,0.56,0.74
modellus.csv,0.81,0.66,0.73,0.77,0.72,0.88,0.52,0.79,0.57,0.7,0.75,0.03,0.45,0.69,0.57
openmalaria.csv,0.52,0.44,0.54,0.52,0.71,0.62,0.43,0.41,0.5,0.68,0.02,0.56,0.63,0.57,0.49
pi-qmc.csv,0.64,0.68,0.58,0.62,0.74,0.79,0.91,0.65,0.57,0.59,0.76,0.53,0.54,0.4,0.0
plplot.csv,0.61,0.52,0.68,0.54,0.54,0.69,0.99,0.6,0.45,0.14,0.58,0.55,0.48,0.51,0.6
powerfolder.csv,1.0,1.0,0.99,0.98,0.95,0.98,1.0,1.0,0.97,1.0,0.98,0.93,0.98,0.0,1.0
psycle.csv,0.58,0.05,0.64,0.74,0.91,0.71,0.65,0.57,0.64,0.65,0.61,0.59,0.78,0.85,0.47
qgis.csv,0.56,0.56,0.05,0.42,0.47,0.75,0.55,0.61,0.39,0.54,0.52,0.49,0.56,0.53,0.6
sbml.csv,0.48,0.53,0.62,0.53,0.59,0.57,0.39,0.03,0.53,0.73,0.59,0.5,0.64,0.76,0.47
unimrcp.csv,0.94,0.76,0.94,0.83,0.86,1.0,0.08,0.96,0.72,0.86,0.95,0.65,0.72,0.8,0.82
wow-qrsk.csv,0.8,0.64,0.66,0.48,0.63,0.79,0.75,0.55,0.06,0.62,0.69,0.58,0.56,0.5,0.91
