,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.29,0.32,0.2,0.22,0.21,0.28,0.26,0.55,0.23,0.57,0.35,0.67
gdis.csv,0.75,0.71,0.17,0.21,0.36,0.37,0.24,0.4,0.08,0.45,0.63,0.68
kml.csv,0.42,0.99,0.88,0.31,0.23,0.87,0.91,0.95,0.31,1.0,0.94,1.0
ppcboot.csv,0.67,0.78,0.54,0.29,0.59,0.67,0.65,0.65,0.46,1.0,0.9,0.96
repositorium.csv,0.04,0.04,0.11,0.14,0.38,0.26,0.21,0.22,0.23,0.79,0.39,0.57
rsyslog.csv,0.25,0.71,0.4,0.54,0.18,0.84,0.35,0.16,0.38,0.82,0.37,1.0
simplewebservices.csv,0.96,0.93,0.94,0.98,0.92,0.97,0.88,0.38,0.77,0.84,0.76,0.38
ultimairis.csv,0.75,0.98,0.6,0.89,1.0,0.2,0.19,0.84,0.77,0.35,0.49,0.94
wow-qrsk.csv,0.0,0.31,0.27,0.11,0.0,0.0,0.03,0.04,0.08,0.74,0.0,0.11
wxstudio.csv,0.17,0.26,0.77,0.73,0.33,0.33,0.73,0.07,0.77,0.02,0.2,0.01
xbg.csv,0.79,0.06,0.14,0.62,0.46,0.13,0.24,0.27,0.46,0.63,0.47,0.62
xqilla.csv,0.0,0.38,0.43,0.19,0.23,0.63,0.36,0.31,0.38,0.06,0.12,0.1
