,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.54,0.59,0.3,0.77,0.1,0.13,0.26,0.59,0.29
e-bio-flow.csv,0.18,0.26,0.48,0.39,0.63,0.49,0.68,0.05,0.7
jmoney.csv,0.76,0.77,0.46,0.65,0.67,0.32,0.56,0.31,0.73
jmonkeyengine.csv,0.26,0.54,0.33,0.66,0.33,0.53,0.47,0.23,0.5
jsidplay2.csv,0.72,0.52,0.82,0.54,0.17,0.37,0.64,0.69,0.28
matrex.csv,0.71,0.35,0.44,0.7,0.35,0.13,0.4,0.83,0.0
piccolo2d.csv,0.55,0.23,0.39,0.4,0.82,0.37,0.44,0.75,0.15
reaper3d.csv,0.71,0.61,0.58,0.73,0.27,0.25,0.5,0.6,0.72
sblim.csv,0.74,0.59,0.23,0.85,0.5,0.2,0.58,0.52,0.29
