,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.37,0.38,0.11,0.19,0.98,0.86
minig.csv,0.21,0.64,0.87,0.41,0.77,0.82
ossbuild.csv,0.21,0.51,0.39,0.84,0.65,0.77
rezilla.csv,1.0,0.93,0.91,0.47,0.8,0.59
rocrail.csv,0.0,0.33,0.07,0.03,0.22,1.0
webdriver.csv,0.16,1.0,0.41,0.84,0.65,0.64
