,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.39,0.43,0.13,0.23,0.98,0.75
minig.csv,0.25,0.62,0.89,0.4,0.61,0.67
ossbuild.csv,0.25,0.56,0.43,0.86,0.62,0.72
rezilla.csv,1.0,0.17,0.41,0.22,0.31,0.33
rocrail.csv,0.0,0.38,0.09,0.04,0.26,1.0
webdriver.csv,0.19,1.0,0.43,0.76,0.61,0.66
