,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.4,0.71,0.59,0.5
n2cms.csv,0.77,0.64,0.41,0.92
nassp.csv,0.29,0.29,0.35,0.75
nug.csv,0.94,0.21,0.82,0.67
