,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.5,0.42,0.0,0.3,0.65,0.32,0.51,0.6,0.15,0.37,0.48,0.56,0.1,0.57,0.6,0.32,0.33
botsnscouts.csv,0.51,0.45,0.3,0.26,0.22,0.33,0.73,0.53,0.57,0.37,0.38,0.55,0.38,0.73,0.43,0.2,0.55
cities3d.csv,0.17,0.45,0.4,0.29,0.5,0.23,0.12,0.27,0.04,0.35,0.0,0.45,0.09,0.44,0.33,0.22,0.7
dynalloy.csv,0.7,0.34,0.0,0.18,0.54,0.48,0.48,0.69,0.63,0.13,0.73,0.54,0.46,0.78,0.51,0.96,0.8
electric-core.csv,0.57,0.42,0.0,0.23,0.58,0.43,0.63,0.65,0.59,0.32,0.69,0.57,0.47,0.71,0.57,0.96,0.61
findbugs.csv,0.5,0.48,0.11,0.28,0.65,0.37,0.37,0.69,0.42,0.33,0.66,0.55,0.46,0.73,0.62,0.91,0.8
img-browse-sort.csv,0.54,0.35,0.21,0.18,0.5,0.43,0.55,0.58,0.44,0.37,0.57,0.67,0.67,0.63,0.54,0.95,0.54
jparsec.csv,0.44,0.32,0.43,0.15,0.47,0.39,0.71,0.55,0.98,0.35,0.61,0.67,0.43,0.8,0.52,0.14,0.42
moast.csv,0.52,0.2,0.0,0.13,0.27,0.51,0.63,0.53,0.45,0.22,0.53,0.43,0.4,0.2,0.52,0.98,0.48
mptvseries.csv,0.49,0.47,0.0,0.27,0.73,0.61,0.42,0.65,0.16,0.15,0.55,0.59,0.5,0.52,0.42,0.0,0.44
mvnforum.csv,0.4,0.13,0.0,0.03,0.35,0.51,0.49,0.54,0.46,0.13,0.55,0.47,0.25,0.3,0.44,0.83,0.31
nosleepsoftware.csv,0.04,0.15,0.63,0.05,0.15,0.0,0.0,0.21,0.49,0.0,0.0,0.0,0.1,0.17,0.06,0.02,0.15
ogre.csv,0.4,0.3,0.47,0.13,0.31,0.24,0.65,0.38,0.97,0.23,0.52,0.44,0.36,0.69,0.48,0.89,0.69
openfrag.csv,0.53,0.48,0.0,0.23,0.65,0.47,0.7,0.68,0.21,0.29,0.78,0.56,0.45,0.64,0.57,0.92,0.59
qdvdauthor.csv,0.45,0.3,0.29,0.04,0.63,0.52,0.29,0.53,0.49,0.19,0.59,0.56,0.27,0.76,0.37,0.84,0.73
sumatrapdf.csv,0.53,0.35,0.37,0.19,0.6,0.47,0.66,0.74,0.65,0.32,0.68,0.57,0.41,0.76,0.55,0.95,0.89
zxing.csv,0.56,0.46,0.06,0.32,0.62,0.57,0.52,0.55,0.26,0.31,0.42,0.53,0.36,0.77,0.54,0.42,0.82
