,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.61,0.52,0.0,0.45,0.35,0.02,0.61,0.6,0.58,0.28,0.43,0.28,0.22,0.4,0.91,0.31,0.01,0.81,0.05,0.55
alleg.csv,0.5,0.42,0.44,0.19,0.37,0.77,0.2,0.65,0.23,0.28,0.2,0.33,0.03,0.43,0.21,0.16,0.78,0.85,0.61,0.15
biodwh.csv,0.59,0.49,0.0,0.51,0.38,0.43,0.35,0.55,0.47,0.19,0.4,0.23,0.25,0.58,0.15,0.58,0.57,0.5,0.62,0.76
factor.csv,0.15,0.06,0.1,0.03,0.41,0.48,0.12,0.39,0.15,0.53,0.31,0.08,0.0,0.38,0.0,0.14,0.73,0.93,0.57,0.2
iaml.csv,0.52,0.35,0.36,0.63,0.16,0.61,0.74,0.2,0.38,0.21,0.29,0.3,0.2,0.43,0.11,0.27,0.6,0.31,0.37,0.63
icescrum.csv,0.6,0.54,0.38,0.69,0.51,0.36,0.33,0.4,0.33,0.36,0.19,0.3,0.14,0.8,0.54,0.29,0.39,0.71,0.6,0.52
jbasic.csv,0.53,0.39,0.38,0.75,0.33,0.76,0.34,0.46,0.33,0.14,0.16,0.3,0.09,0.59,0.0,0.27,0.81,0.67,0.58,0.45
jcache.csv,0.63,0.5,0.41,0.69,0.21,0.73,0.42,0.72,0.36,0.43,0.19,0.39,0.21,0.6,0.94,0.31,0.73,0.5,0.56,0.88
ktc.csv,0.73,0.58,0.24,0.57,0.36,0.58,0.33,0.66,0.4,0.37,0.29,0.3,0.19,0.6,0.75,0.34,0.6,0.37,0.64,0.69
moast.csv,0.21,0.24,0.27,0.66,0.42,0.76,0.64,0.6,0.18,0.32,0.05,0.2,0.04,0.42,0.98,0.25,0.98,0.08,0.57,0.49
natpad.csv,0.54,0.41,0.13,0.31,0.38,0.51,0.26,0.64,0.35,0.29,0.26,0.2,0.03,0.41,0.24,0.24,0.85,0.73,0.67,0.6
nebuladevice.csv,0.33,0.28,0.48,0.32,0.41,0.02,0.45,0.52,0.1,0.27,0.04,0.44,0.0,0.24,0.9,0.04,0.1,0.79,0.0,0.16
nosleepsoftware.csv,0.14,0.15,0.65,0.08,0.0,0.25,0.22,0.08,0.05,0.0,0.11,0.4,0.0,0.0,0.02,0.09,0.09,0.08,0.11,0.16
pixel-commandos.csv,0.28,0.4,0.0,0.21,0.39,0.24,0.4,0.43,0.27,0.29,0.0,0.07,0.57,0.23,0.38,0.26,0.18,0.05,0.24,0.16
riff-evolve.csv,0.66,0.55,0.0,0.4,0.39,0.41,0.56,0.71,0.44,0.4,0.52,0.24,0.24,0.54,0.95,0.32,0.17,0.61,0.51,0.81
rosegarden.csv,0.69,0.64,0.31,0.66,0.36,0.63,0.48,0.66,0.4,0.34,0.34,0.38,0.22,0.55,0.27,0.34,0.67,0.48,0.65,0.77
smarttag.csv,0.66,0.48,0.17,0.27,0.48,0.33,0.42,0.55,0.29,0.23,0.19,0.32,0.11,0.57,0.18,0.17,0.03,0.8,0.05,0.65
wxcode.csv,0.65,0.56,0.38,0.53,0.0,0.44,0.2,0.5,0.41,0.35,0.5,0.37,0.17,0.5,0.04,0.33,0.44,0.16,0.37,0.79
xined.csv,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.79
zemljanka.csv,0.53,0.42,0.41,0.66,0.47,0.62,0.73,0.54,0.29,0.26,0.15,0.31,0.11,0.54,0.95,0.26,0.89,0.77,0.55,0.61
