,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.39,0.23,0.0,0.52,0.41,0.07,0.29,1.0,0.31,0.0,0.1,0.38,0.24,0.44,0.75,0.24,0.31,0.19
arsenal-1.csv,0.56,0.54,0.35,0.65,0.55,0.96,0.42,0.68,0.35,0.67,0.1,0.43,0.63,0.76,0.12,0.24,0.48,0.55
atomsite.csv,0.32,0.55,0.6,0.61,0.95,0.48,0.36,0.41,0.63,0.67,0.5,0.33,0.61,0.68,0.75,0.69,0.24,0.31
barracudamvc.csv,0.41,1.0,0.9,0.74,0.91,0.96,0.89,0.86,0.96,1.0,0.9,0.9,0.79,0.84,1.0,0.83,0.45,1.0
bionote.csv,0.0,0.1,0.25,0.04,0.23,0.19,0.25,0.27,0.11,0.0,0.0,0.0,0.1,0.0,1.0,0.1,0.1,0.12
bulmages.csv,0.18,0.13,0.1,0.04,0.05,0.0,0.02,0.0,0.02,0.0,0.0,0.81,0.01,0.12,0.0,0.0,0.1,0.1
fm-classic.csv,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.27,0.04,1.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.02
hazelcast.csv,0.98,0.95,0.6,1.0,0.91,0.85,1.0,0.86,0.83,1.0,1.0,1.0,0.97,1.0,1.0,0.83,0.93,0.79
jppf-project.csv,1.0,0.91,0.55,0.91,0.91,0.96,0.91,0.82,0.72,1.0,1.0,1.0,1.0,1.0,0.88,0.97,0.83,0.95
megasquirtavr.csv,1.0,0.93,0.85,1.0,1.0,1.0,0.91,1.0,0.96,1.0,0.9,1.0,0.98,1.0,1.0,0.83,0.91,1.0
mevenide.csv,0.33,0.5,0.8,0.3,0.05,0.85,0.27,0.45,0.3,0.0,0.0,0.29,0.41,0.36,0.5,0.9,0.48,0.14
mumble.csv,0.25,0.28,0.0,0.35,0.23,0.52,0.31,0.32,0.17,0.0,0.0,0.0,0.11,0.92,0.75,0.34,0.16,0.1
mycila.csv,0.02,0.1,0.25,0.13,0.14,0.0,0.25,0.14,0.37,0.33,1.0,0.1,0.14,0.04,0.0,0.03,0.09,0.07
opengs.csv,0.25,0.39,0.5,0.57,0.64,0.81,0.62,0.64,1.0,0.67,0.5,0.43,0.24,0.56,0.5,0.59,0.53,0.79
openintents.csv,0.02,0.15,0.05,0.96,0.45,0.11,0.38,0.77,0.72,0.0,0.2,0.24,0.33,0.72,0.88,0.55,0.66,0.43
tweetsharp.csv,0.61,0.17,0.15,0.39,0.14,0.0,0.27,0.55,0.69,0.33,0.4,0.52,0.12,0.72,0.38,0.48,0.26,0.93
xharbour.csv,0.99,0.93,0.9,0.87,0.73,1.0,0.85,0.86,0.91,1.0,1.0,0.95,0.66,0.88,1.0,0.97,0.95,0.9
