,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.54,0.37,0.0,0.6,0.43,0.14,0.45,0.98,0.4,0.0,0.12,0.35,0.38,0.59,0.43,0.3,0.47,0.29
arsenal-1.csv,0.7,0.67,0.33,0.55,0.44,0.96,0.56,0.59,0.4,0.18,0.08,0.4,0.76,0.48,0.08,0.23,0.65,0.63
atomsite.csv,0.47,0.66,0.32,0.51,0.98,0.47,0.51,0.42,0.52,0.12,0.24,0.27,0.73,0.52,0.32,0.47,0.38,0.46
barracudamvc.csv,0.55,1.0,0.37,0.54,0.49,0.62,0.87,0.55,0.6,0.1,0.31,0.33,0.86,0.42,0.26,0.35,0.62,0.85
bionote.csv,0.0,0.17,0.19,0.07,0.29,0.27,0.37,0.39,0.19,0.0,0.0,0.0,0.18,0.0,1.0,0.16,0.19,0.2
bulmages.csv,0.3,0.23,0.17,0.08,0.08,0.0,0.04,0.0,0.04,0.0,0.0,0.89,0.02,0.18,0.0,0.0,0.19,0.17
fm-classic.csv,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.37,0.07,1.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.05
hazelcast.csv,0.9,0.89,0.47,0.61,0.49,0.67,1.0,0.58,0.56,0.08,0.38,0.35,0.94,0.43,0.28,0.42,0.96,0.76
jppf-project.csv,0.9,0.87,0.33,0.58,0.46,0.62,0.87,0.55,0.51,0.08,0.33,0.34,1.0,0.43,0.22,0.39,0.9,0.83
megasquirtavr.csv,0.9,0.88,0.92,0.59,0.49,0.64,0.91,0.63,0.58,0.08,0.35,0.34,0.95,0.43,0.26,0.37,0.95,0.85
mevenide.csv,0.5,0.62,0.3,0.35,0.08,0.61,0.42,0.47,0.37,0.0,0.0,0.25,0.58,0.36,0.33,0.95,0.65,0.24
mumble.csv,0.4,0.41,0.0,0.44,0.31,0.54,0.47,0.44,0.26,0.0,0.0,0.0,0.2,0.96,0.38,0.42,0.27,0.16
mycila.csv,0.04,0.17,0.23,0.22,0.18,0.0,0.39,0.17,0.41,0.06,1.0,0.09,0.24,0.07,0.0,0.06,0.16,0.12
opengs.csv,0.4,0.54,0.38,0.5,0.42,0.66,0.72,0.58,1.0,0.12,0.29,0.31,0.38,0.44,0.3,0.43,0.69,0.8
openintents.csv,0.04,0.25,0.1,0.98,0.42,0.16,0.54,0.63,0.6,0.0,0.19,0.18,0.48,0.52,0.44,0.42,0.78,0.54
tweetsharp.csv,0.72,0.29,0.16,0.5,0.16,0.0,0.42,0.42,0.58,0.1,0.3,0.33,0.21,0.45,0.24,0.41,0.41,0.96
xharbour.csv,0.99,0.88,0.4,0.57,0.45,0.64,0.85,0.62,0.61,0.11,0.33,0.34,0.76,0.44,0.27,0.4,0.96,0.83
