,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.5,0.7,0.65,0.27,0.26,0.43
extprosys.csv,0.62,0.47,0.55,0.0,0.39,0.36
fluidium.csv,0.02,0.0,0.0,0.59,0.0,0.0
haphazard.csv,0.1,0.33,0.12,0.23,0.57,0.28
qcad2.csv,0.05,0.23,0.77,0.06,0.53,0.24
silvertree.csv,0.51,0.54,0.58,0.0,0.09,0.73
