,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.59,0.76,1.01,0.52,0.79,0.64,0.7,0.06
jicarilla.csv,0.97,0.95,0.06,1.0,0.73,0.95,1.0,0.87
optalgtoolkit.csv,0.88,0.88,0.88,0.67,0.73,0.0,0.82,0.7
ossim.csv,0.95,0.97,1.0,0.19,1.0,1.0,0.97,1.0
projectts.csv,0.66,0.7,0.91,0.66,0.8,0.56,0.03,0.78
sabbu.csv,0.05,0.63,0.82,0.47,0.68,0.75,0.7,0.86
vxl.csv,0.98,0.11,0.7,0.99,0.86,0.95,0.75,0.85
zact.csv,1.0,1.0,1.0,0.94,0.0,1.0,1.0,0.92
