,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.51,0.62,0.9,0.66,0.92,0.44,0.29,0.43,0.5,0.25,0.3,0.59,0.7,0.0,0.14,0.81,0.64,0.71,0.55,0.12
autofac.csv,0.65,0.88,0.48,1.0,0.33,0.35,0.71,0.51,0.55,0.88,0.2,0.71,0.5,1.0,0.43,0.88,0.65,0.47,0.42,0.68
avisynth2.csv,0.04,0.04,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.29,0.46,0.26,0.14,0.02,0.16,0.47,0.54,0.4,0.75,0.0,0.91,0.32,0.0,0.29,0.54,0.39,0.06,0.07,0.02
coot.csv,0.51,0.38,0.32,0.45,0.42,0.34,0.41,0.46,0.6,0.38,0.6,0.38,0.3,0.67,0.71,0.54,0.34,0.41,0.42,1.0
dsworkbench.csv,0.4,0.77,0.94,0.41,0.3,0.39,0.94,0.59,0.5,0.5,0.3,0.59,0.33,1.0,0.57,0.88,0.56,0.59,0.34,0.5
forester-atv.csv,0.04,0.96,0.28,0.07,0.07,0.1,0.06,0.16,0.1,0.12,0.0,0.2,0.18,0.0,0.29,0.15,0.19,0.18,0.03,0.1
freelords.csv,0.65,0.31,1.0,0.83,0.58,1.0,0.71,0.57,0.65,0.38,0.4,0.54,0.85,1.0,0.43,0.81,0.76,0.71,0.7,0.92
gabel.csv,0.0,0.31,0.16,0.55,0.0,0.06,0.35,0.38,0.35,1.0,0.6,0.05,0.25,0.0,0.29,0.27,0.48,0.0,0.0,0.0
geotools.csv,0.55,0.27,0.34,0.21,0.07,0.1,0.18,0.24,0.3,0.25,0.1,0.32,0.3,0.0,0.43,0.27,0.92,0.18,0.21,0.15
gephex.csv,0.24,0.42,0.74,0.38,0.47,0.28,0.59,0.43,0.1,0.5,0.3,0.38,0.83,0.0,0.29,0.85,0.54,0.53,0.97,0.62
google-collections.csv,1.0,0.92,1.0,0.9,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.89,0.92
jpaul.csv,0.35,0.69,0.06,0.34,0.03,0.1,1.0,0.16,0.25,0.38,0.0,0.45,0.3,0.33,0.29,0.38,0.41,0.12,0.06,0.3
mycila.csv,0.16,0.12,0.46,0.69,0.13,0.19,0.53,0.16,0.5,0.62,0.9,0.64,0.18,0.0,0.57,0.54,0.46,0.47,0.08,0.1
neodatis-odb.csv,0.14,0.69,0.42,0.55,0.17,0.39,0.24,0.95,0.25,0.38,0.1,0.2,0.23,0.0,0.71,0.23,0.34,0.47,0.37,0.65
octet.csv,0.68,0.38,0.44,0.28,0.25,0.28,0.29,0.22,0.2,0.62,0.5,0.75,0.33,0.0,0.86,0.62,0.55,0.18,0.25,0.08
pokenetonline.csv,0.6,0.73,0.78,0.55,0.23,0.37,0.41,0.49,0.45,0.62,0.3,0.84,0.93,1.0,0.57,0.77,0.59,0.53,0.45,0.28
scenemonitor.csv,0.65,0.92,0.66,0.93,0.8,0.65,0.88,0.76,1.0,0.88,0.3,0.89,0.63,1.0,0.71,0.96,0.88,0.65,0.63,0.75
servicestack.csv,0.18,0.73,0.38,0.41,0.1,0.25,0.53,0.41,0.2,0.62,0.3,0.43,0.35,0.67,0.29,0.27,0.42,1.0,0.21,0.12
twostep.csv,0.34,0.96,0.66,0.76,0.08,0.61,0.35,0.7,0.45,0.62,0.5,0.62,0.57,0.0,0.57,0.96,0.75,0.59,0.41,0.7
