,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.51,0.55,0.39,0.6,0.93,0.48,0.33,0.45,0.52,0.28,0.34,0.56,0.54,0.0,0.17,0.76,0.64,0.66,0.55,0.14
autofac.csv,0.61,0.55,0.52,1.0,0.37,0.38,0.69,0.52,0.59,0.79,0.23,0.69,0.55,0.85,0.45,0.8,0.57,0.5,0.44,0.59
avisynth2.csv,0.05,0.05,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.34,0.5,0.3,0.17,0.02,0.19,0.52,0.55,0.43,0.75,0.0,0.93,0.36,0.0,0.33,0.5,0.41,0.07,0.09,0.02
coot.csv,0.57,0.39,0.37,0.47,0.45,0.38,0.44,0.46,0.6,0.4,0.55,0.42,0.34,0.67,0.66,0.54,0.37,0.45,0.44,1.0
dsworkbench.csv,0.45,0.7,0.95,0.45,0.34,0.43,0.78,0.6,0.54,0.52,0.34,0.58,0.36,0.75,0.59,0.32,0.55,0.61,0.38,0.5
forester-atv.csv,0.05,0.97,0.32,0.09,0.09,0.12,0.07,0.19,0.12,0.15,0.0,0.24,0.21,0.0,0.34,0.18,0.23,0.21,0.04,0.12
freelords.csv,0.61,0.34,0.24,0.23,0.46,1.0,0.65,0.42,0.57,0.38,0.42,0.44,0.64,0.24,0.45,0.4,0.58,0.66,0.53,0.47
gabel.csv,0.0,0.35,0.19,0.51,0.0,0.07,0.4,0.41,0.39,1.0,0.57,0.06,0.29,0.0,0.34,0.31,0.48,0.0,0.0,0.0
geotools.csv,0.54,0.31,0.37,0.25,0.09,0.12,0.22,0.28,0.35,0.29,0.12,0.37,0.34,0.0,0.48,0.32,0.93,0.21,0.25,0.18
gephex.csv,0.28,0.44,0.47,0.42,0.48,0.32,0.62,0.46,0.12,0.51,0.34,0.42,0.56,0.0,0.33,0.75,0.56,0.57,0.97,0.54
google-collections.csv,1.0,0.09,0.24,0.45,0.47,0.0,0.0,0.05,0.0,0.05,0.27,0.17,0.41,0.0,0.0,0.09,0.0,0.09,0.2,0.44
jpaul.csv,0.4,0.69,0.07,0.39,0.04,0.12,1.0,0.19,0.29,0.42,0.0,0.5,0.34,0.38,0.33,0.43,0.43,0.15,0.07,0.35
mycila.csv,0.19,0.14,0.5,0.53,0.16,0.22,0.5,0.19,0.49,0.65,0.91,0.65,0.21,0.0,0.45,0.42,0.49,0.49,0.1,0.12
neodatis-odb.csv,0.0,0.53,0.47,0.56,0.2,0.42,0.27,0.96,0.29,0.41,0.12,0.24,0.27,0.0,0.61,0.27,0.38,0.49,0.4,0.63
octet.csv,0.0,0.41,0.48,0.33,0.29,0.32,0.33,0.26,0.24,0.63,0.55,0.66,0.37,0.0,0.88,0.66,0.56,0.22,0.29,0.1
pokenetonline.csv,0.65,0.63,0.48,0.57,0.27,0.41,0.45,0.5,0.48,0.62,0.34,0.57,0.94,0.69,0.62,0.78,0.61,0.57,0.48,0.31
scenemonitor.csv,0.7,0.5,0.64,0.78,0.56,0.62,0.67,0.64,0.99,0.65,0.33,0.73,0.61,0.8,0.64,0.6,0.6,0.6,0.56,0.55
servicestack.csv,0.22,0.72,0.39,0.45,0.12,0.29,0.58,0.45,0.24,0.64,0.34,0.47,0.39,0.68,0.33,0.31,0.45,1.0,0.25,0.14
twostep.csv,0.36,0.65,0.5,0.72,0.1,0.5,0.39,0.59,0.47,0.55,0.45,0.56,0.56,0.0,0.58,0.96,0.65,0.6,0.45,0.67
