,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.67,0.48,0.83,0.58,0.95,0.58,0.29,0.38,0.47,0.07,0.26,0.38,0.7,0.0,0.13,0.65,0.49,0.47,0.6,0.19
autofac.csv,0.78,0.57,0.62,1.0,0.43,0.47,0.55,0.44,0.63,0.25,0.14,0.51,0.65,0.17,0.19,0.69,0.41,0.4,0.5,0.6
avisynth2.csv,0.07,0.07,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.45,0.49,0.41,0.19,0.03,0.28,0.57,0.46,0.4,0.34,0.0,0.95,0.44,0.0,0.25,0.42,0.29,0.1,0.13,0.05
coot.csv,0.68,0.34,0.48,0.47,0.5,0.47,0.34,0.37,0.53,0.1,0.29,0.34,0.42,0.15,0.28,0.46,0.29,0.39,0.5,1.0
dsworkbench.csv,0.57,0.62,0.97,0.5,0.42,0.53,0.58,0.52,0.53,0.16,0.22,0.4,0.44,0.13,0.29,0.51,0.4,0.49,0.47,0.51
forester-atv.csv,0.07,0.98,0.41,0.13,0.12,0.17,0.1,0.26,0.17,0.12,0.0,0.25,0.31,0.0,0.4,0.27,0.25,0.27,0.05,0.15
freelords.csv,0.78,0.31,0.87,0.57,0.53,1.0,0.48,0.37,0.49,0.09,0.23,0.29,0.8,0.09,0.18,0.49,0.43,0.47,0.66,0.69
gabel.csv,0.0,0.39,0.27,0.49,0.0,0.12,0.44,0.35,0.37,1.0,0.32,0.1,0.39,0.0,0.33,0.3,0.35,0.0,0.0,0.0
geotools.csv,0.7,0.33,0.47,0.28,0.11,0.17,0.29,0.32,0.41,0.16,0.11,0.37,0.43,0.0,0.43,0.4,0.96,0.23,0.33,0.21
gephex.csv,0.38,0.41,0.74,0.44,0.5,0.42,0.56,0.42,0.12,0.16,0.23,0.35,0.78,0.0,0.19,0.63,0.46,0.5,0.98,0.56
google-collections.csv,1.0,0.54,0.87,0.63,0.74,0.85,0.45,0.52,0.56,0.15,0.34,0.42,0.85,0.09,0.22,0.54,0.44,0.43,0.73,0.68
jpaul.csv,0.52,0.64,0.11,0.49,0.06,0.18,1.0,0.21,0.36,0.2,0.0,0.49,0.44,0.33,0.24,0.51,0.33,0.17,0.11,0.46
mycila.csv,0.28,0.17,0.61,0.55,0.23,0.3,0.36,0.24,0.43,0.3,0.9,0.51,0.29,0.0,0.16,0.37,0.38,0.37,0.16,0.17
neodatis-odb.csv,0.24,0.49,0.58,0.54,0.24,0.51,0.21,0.97,0.36,0.12,0.12,0.23,0.36,0.0,0.23,0.31,0.32,0.36,0.45,0.63
octet.csv,0.79,0.39,0.58,0.41,0.38,0.41,0.31,0.28,0.31,0.24,0.53,0.45,0.47,0.0,0.92,0.68,0.44,0.3,0.37,0.12
pokenetonline.csv,0.75,0.55,0.76,0.57,0.33,0.5,0.38,0.41,0.45,0.22,0.25,0.42,0.97,0.12,0.5,0.73,0.5,0.5,0.55,0.33
scenemonitor.csv,0.79,0.58,0.73,0.74,0.67,0.71,0.51,0.52,0.98,0.18,0.18,0.51,0.7,0.15,0.25,0.59,0.47,0.42,0.64,0.62
servicestack.csv,0.3,0.66,0.49,0.5,0.17,0.38,0.58,0.43,0.31,0.29,0.22,0.39,0.48,0.19,0.16,0.33,0.37,1.0,0.31,0.2
twostep.csv,0.5,0.62,0.69,0.69,0.13,0.65,0.36,0.49,0.42,0.14,0.23,0.37,0.64,0.0,0.27,0.96,0.47,0.48,0.53,0.67
