,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.5,0.62,0.88,0.55,0.02,0.25,0.32,0.44,0.41,0.48,0.24,0.52,0.72,0.63,0.14,0.4,0.38,0.48,0.46,0.19
autofac.csv,0.5,0.78,0.19,0.0,0.25,0.39,0.37,0.44,0.12,0.45,0.4,0.38,0.12,0.47,0.43,0.4,0.61,0.33,0.44,0.62
avisynth2.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
azureus.csv,0.0,0.28,0.06,0.27,0.06,0.07,0.07,0.43,0.38,0.23,0.02,0.0,0.32,0.02,0.14,0.6,0.52,0.07,0.05,0.05
coot.csv,0.0,0.57,0.06,0.39,0.33,0.29,0.41,0.56,0.41,0.53,0.6,0.29,0.32,0.35,0.47,0.47,0.41,0.26,0.46,0.0
dsworkbench.csv,0.0,0.48,0.0,0.21,0.17,0.21,0.54,0.37,0.25,0.4,0.33,0.47,0.4,0.63,0.33,0.91,0.5,0.3,0.2,0.49
forester-atv.csv,0.0,0.0,0.25,0.0,0.08,0.25,0.05,0.04,0.06,0.09,0.0,0.14,0.04,0.06,0.02,0.0,0.12,0.04,0.02,0.22
freelords.csv,0.5,0.45,0.94,0.94,0.75,0.0,0.51,0.79,0.62,0.6,0.5,0.74,0.68,0.94,0.45,0.87,0.7,0.48,0.73,0.84
gabel.csv,0.0,0.18,0.12,0.61,0.0,0.0,0.1,0.4,0.34,0.0,0.52,0.01,0.08,0.0,0.06,0.29,0.51,0.0,0.0,0.0
geotools.csv,0.5,0.22,0.38,0.24,0.17,0.18,0.02,0.14,0.09,0.16,0.17,0.15,0.2,0.15,0.08,0.04,0.0,0.13,0.12,0.27
gephex.csv,0.0,0.42,0.81,0.3,0.5,0.18,0.22,0.33,0.31,0.42,0.31,0.26,0.76,0.26,0.24,0.49,0.31,0.22,0.02,0.65
google-collections.csv,0.0,0.98,0.94,0.85,0.85,1.0,1.0,0.99,1.0,0.99,0.93,0.96,0.88,1.0,1.0,0.98,1.0,0.98,0.95,0.86
jpaul.csv,0.0,0.3,0.0,0.06,0.0,0.07,0.0,0.19,0.09,0.21,0.17,0.13,0.16,0.03,0.16,0.07,0.43,0.09,0.02,0.0
mycila.csv,0.0,0.18,0.19,0.73,0.02,0.25,0.59,0.09,0.53,0.22,0.02,0.3,0.16,0.1,0.76,0.78,0.38,0.39,0.0,0.05
neodatis-odb.csv,1.0,0.72,0.06,0.42,0.25,0.43,0.44,0.0,0.09,0.42,0.12,0.17,0.16,0.18,0.61,0.16,0.32,0.43,0.44,0.43
octet.csv,1.0,0.38,0.25,0.06,0.08,0.25,0.24,0.19,0.06,0.32,0.1,0.56,0.24,0.42,0.0,0.11,0.38,0.0,0.2,0.14
pokenetonline.csv,0.0,0.6,0.81,0.33,0.21,0.25,0.32,0.46,0.34,0.36,0.26,0.75,0.0,0.69,0.1,0.2,0.31,0.22,0.34,0.43
scenemonitor.csv,0.0,0.82,0.44,0.52,0.75,0.46,0.66,0.6,0.03,0.68,0.5,0.57,0.44,0.55,0.55,0.76,0.74,0.54,0.61,0.73
servicestack.csv,0.0,0.32,0.56,0.21,0.06,0.21,0.12,0.26,0.06,0.24,0.33,0.26,0.24,0.26,0.31,0.22,0.35,0.0,0.24,0.16
twostep.csv,0.5,0.72,0.75,0.39,0.23,0.71,0.24,0.63,0.44,0.62,0.69,0.6,0.48,0.34,0.37,0.02,0.58,0.33,0.22,0.41
