,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.58,0.24,0.0,0.56,0.5,0.58
jruby.csv,0.17,0.35,0.37,0.02,0.12,0.42
pdfedit.csv,0.25,0.59,0.63,0.33,0.25,0.47
rectracker.csv,1.0,0.89,0.11,0.84,0.62,1.0
wxlua.csv,0.25,0.65,0.19,0.74,0.5,0.42
x4x.csv,0.42,0.76,0.37,0.86,0.38,0.95
