,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.29,0.58,0.18,0.24,0.64,0.27,0.0,0.39,0.71,0.38,0.0,0.03,0.0,0.36,0.0
arianne.csv,0.71,0.94,0.82,0.22,0.46,0.38,0.65,0.46,0.75,0.72,0.6,0.08,0.53,0.24,0.77
auber.csv,0.63,0.93,0.82,0.21,0.51,0.45,0.7,0.43,0.69,0.8,0.58,0.08,0.59,0.79,0.45
bl-toolkit.csv,0.64,0.95,0.83,0.3,0.46,0.26,0.67,0.44,0.74,0.55,0.6,0.14,0.53,0.86,0.61
growl-for-windows.csv,0.0,0.76,0.18,0.22,0.22,0.0,0.51,0.35,0.73,0.42,0.32,0.0,0.52,0.73,0.75
keyczar.csv,0.2,0.03,0.04,0.22,0.23,0.07,0.18,0.15,0.0,0.09,0.29,0.01,0.14,0.82,0.43
kml.csv,0.64,0.92,0.8,0.23,0.49,0.39,0.75,0.5,0.83,0.76,0.56,0.08,0.56,0.72,0.71
knowledge.csv,0.59,0.92,0.8,0.26,0.45,0.31,0.68,0.27,0.76,0.72,0.56,0.08,0.56,0.74,0.45
les-indemodables.csv,0.61,0.72,0.74,0.26,0.43,0.27,0.65,0.44,0.67,0.69,0.22,0.08,0.59,0.74,0.75
lportal.csv,0.07,0.43,0.08,0.0,0.0,0.14,0.39,0.0,0.26,0.25,0.02,0.24,0.52,0.0,0.0
lufa-lib.csv,0.48,0.78,0.73,0.19,0.53,0.35,0.6,0.44,0.73,0.59,0.63,0.1,0.56,0.75,0.7
micomt.csv,0.61,0.91,0.71,0.17,0.53,0.71,0.35,0.51,0.8,0.62,0.49,0.09,0.55,0.35,0.77
sigil.csv,0.67,0.87,0.67,0.08,0.56,0.54,0.4,0.49,0.83,0.63,0.42,0.1,0.57,0.31,0.73
ultimairis.csv,0.59,0.35,0.79,0.29,0.57,0.5,0.65,0.6,0.14,0.63,0.59,0.08,0.0,0.04,0.61
voms.csv,0.59,0.81,0.79,0.6,0.23,0.5,0.64,0.31,0.69,0.58,0.31,0.08,0.54,0.0,0.19
