,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.02,0.0,0.0,0.05,0.0,0.0,0.03,0.08,0.22,0.0,0.07,0.0,0.0,0.0,0.07,0.08,0.08
codeblocks.csv,0.1,0.36,0.0,0.54,0.17,0.5,0.56,0.81,0.24,0.78,0.56,0.07,0.05,0.37,0.07,0.95,0.12
ctrlr.csv,0.05,0.0,0.03,0.16,0.0,0.14,0.02,0.27,0.0,0.22,0.02,0.03,0.04,0.05,0.02,0.1,0.06
free-evolution.csv,0.32,0.95,0.62,0.43,0.07,0.48,0.08,0.35,0.07,0.13,0.0,0.17,0.13,0.0,0.15,0.34,0.06
fulguro.csv,0.0,0.02,0.03,0.03,0.14,0.15,0.07,0.0,0.01,0.02,0.07,0.0,0.05,0.0,0.08,0.0,0.15
gisgraphy.csv,0.2,0.0,0.49,0.59,0.1,0.21,0.08,0.62,0.21,0.48,0.45,0.43,0.21,0.05,0.55,0.62,0.0
ipfire-wall.csv,0.2,0.12,0.03,0.19,0.31,0.2,0.32,0.0,0.19,0.48,0.21,0.23,0.11,0.11,0.53,0.41,0.33
jruby.csv,0.38,0.39,0.33,0.16,0.28,0.52,0.39,0.7,0.17,0.57,0.48,0.2,0.54,0.0,0.11,0.38,0.29
l2j.csv,0.52,0.97,0.72,0.57,0.55,0.66,0.31,0.51,0.53,0.61,0.4,0.33,0.0,0.42,0.43,0.46,0.56
ldview.csv,0.15,0.99,0.1,0.03,0.41,0.02,0.25,0.22,0.62,0.39,0.28,0.27,0.07,0.26,0.16,0.13,0.54
libmesh.csv,0.22,0.53,0.1,0.19,0.14,0.11,0.15,0.41,0.3,0.02,0.32,0.6,0.37,0.05,0.41,0.53,0.19
red5.csv,0.62,0.84,0.21,0.57,0.0,0.24,0.54,0.38,0.41,0.2,0.24,0.27,0.16,0.37,0.28,0.77,0.52
t-2.csv,0.55,0.62,0.85,0.84,0.79,0.81,0.92,0.54,0.0,0.72,0.76,0.73,0.79,0.58,0.79,0.89,0.65
tencompetence.csv,0.42,0.5,0.15,0.08,0.31,0.46,0.39,0.16,0.45,0.59,0.14,0.4,0.75,0.79,0.0,0.29,0.58
vdsf.csv,0.92,0.0,0.97,1.0,1.0,0.98,1.0,0.97,0.64,0.98,0.96,1.0,0.97,0.74,1.0,0.99,0.98
xbrlapi.csv,0.0,0.62,0.41,0.38,0.41,0.38,0.41,0.22,0.62,0.33,0.25,0.27,0.45,0.42,0.47,0.08,0.25
xcf.csv,0.68,1.0,0.79,0.76,0.52,0.75,0.76,0.54,0.52,0.72,0.7,0.0,0.21,0.53,0.61,0.62,0.75
