,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.0,1.0,0.0,0.0,79.0,1.0,69.0,0.0,0.0,61.0,0.0,0.0,0.0,89.0,3.0
codeblocks.csv,1.0,28.0,0.0,0.0,1.0,8.0,0.0,5.0,30.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0
ctrlr.csv,0.0,1261.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
free-evolution.csv,2.0,5.0,5.0,0.0,0.0,3.0,3.0,10.0,16.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
fulguro.csv,0.0,5.0,0.0,57.0,0.0,2.0,1.0,0.0,818.0,71.0,139.0,61.0,4.0,0.0,0.0,0.0,4.0
gisgraphy.csv,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,0.0,9.0,4.0,3.0,0.0,0.0,2.0,0.0
ipfire-wall.csv,0.0,17.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,6.0,2.0,1.0,0.0,0.0,2.0,4.0
jruby.csv,1.0,122.0,0.0,0.0,0.0,13.0,3.0,3.0,59.0,1.0,4.0,3.0,2.0,0.0,0.0,8.0,3.0
l2j.csv,2.0,276.0,1.0,5.0,2.0,2.0,6.0,10.0,32.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0
ldview.csv,0.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,82.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0
libmesh.csv,0.0,227.0,0.0,0.0,0.0,0.0,1.0,11.0,80.0,0.0,10.0,2.0,5.0,0.0,0.0,4.0,1.0
red5.csv,3.0,5.0,0.0,3.0,0.0,0.0,3.0,5.0,4.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0
t-2.csv,0.0,5.0,5.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,16.0,4.0,5.0,0.0,0.0,2.0,1.0
tencompetence.csv,0.0,2.0,3.0,57.0,0.0,2.0,1.0,2.0,73.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
vdsf.csv,0.0,0.0,5.0,0.0,0.0,0.0,2.0,8.0,72.0,0.0,16.0,4.0,5.0,0.0,0.0,2.0,1.0
xbrlapi.csv,0.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,80.0,1.0,4.0,4.0,5.0,0.0,1.0,89.0,2.0
xcf.csv,0.0,5.0,4.0,0.0,3.0,3.0,1.0,12.0,28.0,0.0,11.0,0.0,1.0,0.0,1.0,10.0,0.0
