,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,8.0,4.0,11.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0
alleg.csv,1.0,23.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,8.0,0.0,10.0,38.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0
biodwh.csv,5.0,12.0,1.0,27.0,52.0,1.0,0.0,0.0,6.0,3.0,1.0,5.0,14.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0
factor.csv,1.0,360.0,62.0,1.0,2.0,142.0,0.0,0.0,161.0,0.0,82.0,85.0,94.0,50.0,2.0,82.0,210.0,0.0,106.0,1.0
iaml.csv,14.0,3.0,8.0,0.0,2.0,0.0,0.0,1.0,3.0,7.0,19.0,0.0,25.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0
icescrum.csv,9.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0
jbasic.csv,5.0,4.0,62.0,0.0,3.0,0.0,0.0,2.0,9.0,5.0,22.0,16.0,4.0,1.0,0.0,8.0,0.0,0.0,1.0,3.0
jcache.csv,4.0,8.0,12.0,2.0,8.0,2.0,2.0,0.0,19.0,5.0,17.0,3.0,13.0,5.0,0.0,6.0,0.0,0.0,106.0,0.0
ktc.csv,0.0,0.0,7.0,0.0,5.0,2.0,1.0,0.0,11.0,0.0,2.0,8.0,13.0,1.0,2.0,8.0,0.0,0.0,1.0,7.0
moast.csv,6.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,2.0,7.0,41.0,1.0,0.0,16.0,0.0,12.0,0.0,27.0
natpad.csv,8.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,16.0,0.0,2.0,8.0,10.0,1.0,2.0,3.0,0.0,0.0,0.0,24.0
nebuladevice.csv,4.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,11.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0
nosleepsoftware.csv,5.0,22.0,0.0,0.0,52.0,0.0,0.0,1.0,2.0,52.0,1.0,4.0,94.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0
pixel-commandos.csv,0.0,1.0,62.0,128.0,0.0,142.0,244.0,0.0,5.0,2.0,82.0,85.0,0.0,0.0,1.0,82.0,210.0,0.0,106.0,74.0
riff-evolve.csv,0.0,0.0,11.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,24.0,25.0,6.0,1.0,0.0,19.0,0.0,0.0,0.0,6.0
rosegarden.csv,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,8.0,8.0,5.0,4.0,0.0,12.0,0.0,0.0,9.0,27.0
smarttag.csv,3.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,9.0,26.0,3.0,0.0,6.0,0.0,3.0,2.0,1.0
wxcode.csv,0.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,4.0,52.0,0.0,3.0,94.0,50.0,2.0,8.0,0.0,0.0,106.0,2.0
xined.csv,4.0,5.0,62.0,0.0,3.0,1.0,0.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,3.0
zemljanka.csv,5.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,16.0,0.0,3.0,5.0,39.0,3.0,2.0,23.0,0.0,0.0,0.0,3.0
