,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.5,0.61,0.37,0.37,0.26,0.28,0.37,0.32,0.54,0.39,0.96,0.27
archive-crawler.csv,0.25,0.38,0.38,0.14,0.6,0.27,0.12,0.38,0.11,0.97,0.23,0.2
blue-c.csv,0.59,0.57,0.65,0.07,0.55,0.97,0.42,0.55,0.54,0.41,0.51,0.4
dynalloy.csv,0.64,0.95,0.43,0.27,0.65,0.46,0.49,0.48,0.5,0.6,0.54,0.24
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.02,0.1,0.05,0.12,0.0
kmatplot.csv,0.97,0.22,0.37,0.29,0.17,0.27,0.28,0.2,0.31,0.2,0.22,0.64
mscore.csv,0.61,0.45,0.72,0.62,0.49,0.78,0.98,0.58,0.57,0.58,0.65,0.62
nosleepsoftware.csv,0.36,0.0,0.67,1.0,0.34,0.26,0.32,0.17,0.16,0.26,0.27,0.53
openmalaria.csv,0.71,0.62,0.5,0.59,0.51,0.64,0.66,0.98,0.58,0.54,0.37,0.59
popeye-chess.csv,0.7,0.51,0.65,0.35,0.95,0.54,0.54,0.55,0.41,0.52,0.53,0.6
riff-evolve.csv,0.61,0.52,0.69,0.34,0.7,0.59,0.58,0.64,0.96,0.6,0.75,0.67
virtuoso.csv,0.63,0.48,0.56,0.15,0.54,0.52,0.38,0.39,0.56,0.64,0.67,0.92
