,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.71,0.79,1.05,0.83,0.49,0.52,0.74,0.73,0.68,0.7,0.55,0.58,0.68,0.62,0.75,0.79,0.37,0.77,0.87,0.54
blogentis.csv,0.77,0.86,0.85,0.88,1.01,0.67,0.44,0.83,1.08,0.64,0.71,0.76,1.0,0.52,0.91,0.84,0.68,0.78,0.96,0.79
carabiner.csv,0.97,0.71,0.96,0.97,1.0,0.68,0.79,0.45,1.01,0.52,0.89,0.91,0.95,0.87,0.98,0.59,0.6,0.94,0.99,0.28
continuum-ide.csv,1.03,0.71,0.74,0.84,1.13,0.74,0.75,0.86,1.03,0.11,0.66,0.8,0.89,0.87,0.24,0.74,0.82,0.74,0.68,0.96
emulemorph.csv,1.0,0.8,0.76,0.54,0.94,1.0,0.61,1.0,0.9,1.0,0.98,1.0,0.43,0.77,0.89,1.0,1.0,0.69,1.0,1.0
gtad.csv,0.2,0.61,0.87,0.7,0.86,0.57,0.59,0.9,0.93,0.33,0.63,0.6,0.56,0.63,0.73,0.44,0.82,0.69,0.82,0.78
htmlunit.csv,0.49,0.83,0.89,0.52,0.61,0.57,0.73,0.76,0.7,0.56,0.43,0.44,0.53,0.44,0.7,0.72,0.74,0.62,0.71,0.66
jaxen.csv,0.85,0.88,0.94,0.6,1.01,0.73,0.81,0.87,0.38,1.34,0.59,0.11,0.85,0.82,0.9,0.79,0.86,0.85,0.54,0.87
jsr308-langtools.csv,0.68,0.75,1.0,1.0,0.65,0.9,1.0,1.0,0.8,1.0,1.0,0.93,1.0,0.12,0.9,0.98,0.89,0.97,0.86,1.0
jvcl.csv,0.69,0.8,0.5,0.56,0.78,1.0,0.62,0.94,0.7,1.02,0.76,0.52,0.51,0.84,0.67,0.79,0.82,1.0,0.54,0.66
kaffeine.csv,0.96,0.9,0.87,0.99,0.17,0.55,0.63,0.63,1.05,0.51,0.59,0.62,0.92,1.0,0.87,0.55,0.52,0.75,1.0,0.75
m-m-m.csv,0.49,0.71,0.62,0.93,0.61,0.78,0.93,0.24,0.8,0.92,0.94,0.99,0.98,0.87,0.83,0.91,0.81,0.89,0.99,0.98
motu.csv,0.34,0.6,0.71,0.81,0.69,0.82,0.96,0.71,1.0,1.0,0.92,0.81,0.66,0.37,0.86,0.44,0.73,1.0,0.44,0.52
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74,1.0,1.0,0.82,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.6,0.76,0.7,0.9,0.88,0.34,0.86,0.83,0.97,0.36,0.75,0.63,0.88,0.61,0.59,0.62,0.6,0.84,0.96,0.64
stemkit.csv,1.01,0.7,1.0,0.75,0.68,1.04,0.7,0.79,0.57,1.04,0.69,1.0,0.48,0.54,0.77,0.81,0.8,0.43,0.67,0.9
taokgame.csv,0.56,0.97,1.0,0.76,0.92,0.93,0.85,0.94,0.1,1.06,0.92,0.82,0.58,0.81,0.84,1.0,0.78,0.84,0.58,0.89
wgs-assembler.csv,0.37,0.58,0.67,0.86,0.53,0.67,0.66,0.92,0.45,0.85,0.54,0.71,0.57,0.42,0.6,0.63,0.76,0.69,0.77,0.47
zabbix.csv,0.65,0.78,1.0,0.58,0.49,0.65,0.72,0.67,0.83,1.06,0.71,0.68,0.61,0.39,0.89,0.74,0.83,0.58,0.57,1.02
