,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.15,0.0,1.0,0.38,0.43,0.0,0.36
jcl.csv,0.36,0.0,0.33,0.31,0.8,0.44,0.5
openxava.csv,0.06,0.0,0.33,0.81,0.49,0.67,0.14
tcvp.csv,0.0,0.0,0.0,0.0,0.02,0.78,0.0
vars-redux.csv,0.14,1.0,0.33,1.0,0.8,0.33,1.0
werx.csv,0.96,1.0,1.0,0.75,0.84,1.0,0.71
