,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.39,0.17,0.45,0.4,0.31,0.65,0.02,0.01,0.25,0.43,0.0,0.0,0.45
bdbbasic.csv,0.5,0.26,0.28,0.47,0.26,0.65,0.1,0.11,0.71,0.67,0.13,0.37,0.48
echongl.csv,0.51,0.21,0.39,0.59,0.52,0.58,0.17,0.42,0.75,0.84,0.51,0.51,0.48
etherboot.csv,0.07,0.32,0.0,0.0,0.61,0.1,0.0,0.38,0.42,0.0,0.52,0.57,0.04
freebios.csv,0.42,0.17,0.28,0.51,0.47,0.13,0.79,0.32,0.41,0.5,0.48,0.43,0.42
gebr.csv,0.4,0.0,0.4,0.24,0.53,0.17,0.0,0.7,0.0,0.0,0.54,0.21,0.44
gnukeda.csv,0.55,0.61,0.4,0.77,0.54,0.69,0.34,0.49,0.3,0.37,0.4,0.29,0.37
google-gears.csv,0.69,0.7,0.47,0.41,0.58,0.24,0.29,0.65,0.4,0.13,0.09,0.61,0.69
jnode.csv,0.04,0.4,0.81,0.39,0.0,0.0,0.15,0.39,0.19,0.11,0.02,0.06,0.14
openmeetings.csv,0.61,0.92,0.63,0.18,0.63,0.57,0.05,0.39,0.36,0.54,0.64,0.41,0.3
pgui.csv,0.52,0.68,0.0,0.58,0.59,0.54,0.1,0.65,0.68,0.04,0.67,0.51,0.65
tradelink.csv,0.33,0.51,0.17,0.54,0.53,0.59,0.58,0.6,0.64,0.65,0.6,0.7,0.35
wxcrp.csv,0.6,0.41,0.21,0.5,0.0,0.68,0.44,0.0,0.67,0.46,0.59,0.63,0.57
