,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.38,0.08,0.03,0.64,0.25,0.56,0.5,1.0,0.67,0.76,0.0,0.0,0.87
bdbbasic.csv,0.34,0.09,0.02,0.63,0.19,0.4,0.67,1.0,0.62,0.78,0.62,0.43,0.86
echongl.csv,0.36,0.17,0.04,0.6,0.27,0.39,0.41,1.0,0.44,0.92,0.47,0.31,0.77
etherboot.csv,0.67,0.67,0.0,0.0,0.42,0.6,0.0,0.94,0.64,0.0,0.55,0.21,1.0
freebios.csv,0.22,0.13,0.03,0.52,0.27,0.24,0.76,0.56,0.21,0.87,0.34,0.15,0.68
gebr.csv,0.31,0.14,0.03,0.53,0.29,0.32,0.49,0.94,0.28,0.71,0.31,0.2,0.78
gnukeda.csv,0.33,0.18,0.03,0.78,0.26,0.49,0.38,0.85,0.36,0.61,0.34,0.13,0.76
google-gears.csv,0.4,0.21,0.03,0.78,0.29,0.33,0.38,0.76,0.3,0.73,0.28,0.22,0.88
jnode.csv,0.33,0.17,0.13,0.54,0.0,0.0,0.67,0.64,0.38,0.75,0.25,0.25,0.74
openmeetings.csv,0.55,0.46,0.08,0.75,0.32,0.49,0.67,1.0,0.38,0.72,0.38,0.29,0.83
pgui.csv,0.3,0.19,0.0,0.69,0.29,0.31,0.5,0.79,0.35,0.5,0.47,0.18,0.85
tradelink.csv,0.39,0.13,0.04,0.69,0.25,0.44,0.55,0.89,0.44,0.91,0.3,0.3,0.84
wxcrp.csv,0.44,0.15,0.04,0.53,0.27,0.4,0.42,0.72,0.36,0.71,0.3,0.3,0.8
