,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.35,0.14,0.56,0.36,0.27,0.62,0.02,0.01,0.21,0.39,0.0,0.0,0.41
bdbbasic.csv,0.48,0.23,0.25,0.44,0.23,0.7,0.08,0.09,0.68,0.84,0.11,0.32,0.44
echongl.csv,0.48,0.18,0.88,0.62,0.82,0.59,0.14,0.37,0.79,0.84,0.47,0.47,0.46
etherboot.csv,0.06,0.27,0.0,0.0,0.59,0.08,0.0,0.33,0.37,0.0,0.47,0.79,0.03
freebios.csv,0.45,0.14,0.25,0.59,0.45,0.11,0.8,0.4,0.42,0.46,0.45,0.47,0.47
gebr.csv,0.94,1.0,0.75,0.87,0.91,1.0,1.0,0.67,1.0,0.96,0.94,0.95,0.95
gnukeda.csv,0.94,0.64,0.38,0.79,0.68,0.7,0.31,0.45,0.26,0.46,0.36,0.26,0.91
google-gears.csv,0.74,0.77,0.5,0.36,0.86,1.0,0.57,0.8,0.95,0.99,0.98,0.68,0.69
jnode.csv,0.03,0.36,0.81,0.36,0.0,0.0,0.12,0.38,0.16,0.09,0.02,0.05,0.12
openmeetings.csv,0.58,0.95,0.62,0.15,0.68,0.54,0.04,0.34,0.32,0.64,0.66,0.37,0.26
pgui.csv,0.52,0.95,0.0,0.56,0.82,0.7,0.08,0.71,0.84,0.03,0.66,0.68,0.66
tradelink.csv,0.29,0.73,0.94,0.51,0.59,0.57,0.59,0.56,0.63,0.61,0.74,0.74,0.31
wxcrp.csv,0.58,0.91,0.94,0.72,1.0,0.78,0.45,1.0,0.74,0.76,0.74,0.63,0.58
