,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,3.0,30.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,168.0,95.0,1.0
bdbbasic.csv,2.0,42.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
echongl.csv,3.0,17.0,1.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0
etherboot.csv,0.0,2.0,411.0,70.0,0.0,0.0,99.0,1.0,1.0,136.0,0.0,2.0,0.0
freebios.csv,0.0,13.0,69.0,2.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0
gebr.csv,0.0,45.0,1.0,1.0,0.0,4.0,1.0,0.0,9.0,0.0,3.0,1.0,0.0
gnukeda.csv,0.0,22.0,0.0,0.0,11.0,0.0,1.0,0.0,3.0,1.0,0.0,8.0,0.0
google-gears.csv,2.0,22.0,1.0,0.0,0.0,4.0,1.0,0.0,11.0,0.0,3.0,8.0,1.0
jnode.csv,2.0,4.0,2.0,2.0,82.0,116.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0
openmeetings.csv,5.0,0.0,19.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0
pgui.csv,3.0,30.0,411.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0
tradelink.csv,2.0,42.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
wxcrp.csv,4.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
