,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.37,0.1,0.06,0.46,0.26,0.59,0.04,0.02,0.32,0.52,0.0,0.0,0.56
bdbbasic.csv,0.4,0.13,0.04,0.52,0.21,0.51,0.15,0.17,0.65,0.81,0.18,0.36,0.58
echongl.csv,0.41,0.18,0.07,0.61,0.41,0.47,0.21,0.54,0.57,0.88,0.47,0.38,0.58
etherboot.csv,0.12,0.39,0.0,0.0,0.49,0.14,0.0,0.48,0.47,0.0,0.51,0.33,0.05
freebios.csv,0.29,0.13,0.05,0.55,0.34,0.15,0.78,0.46,0.28,0.61,0.39,0.22,0.56
gebr.csv,0.46,0.25,0.06,0.66,0.44,0.49,0.66,0.79,0.44,0.82,0.47,0.33,0.85
gnukeda.csv,0.49,0.28,0.06,0.78,0.38,0.58,0.34,0.59,0.3,0.53,0.35,0.18,0.83
google-gears.csv,0.52,0.33,0.06,0.49,0.44,0.5,0.46,0.78,0.45,0.84,0.43,0.34,0.78
jnode.csv,0.06,0.24,0.23,0.43,0.0,0.0,0.21,0.47,0.22,0.16,0.04,0.09,0.21
openmeetings.csv,0.56,0.62,0.14,0.26,0.43,0.51,0.08,0.5,0.34,0.67,0.48,0.33,0.39
pgui.csv,0.38,0.31,0.0,0.62,0.43,0.43,0.14,0.75,0.49,0.06,0.55,0.29,0.74
tradelink.csv,0.33,0.23,0.07,0.59,0.36,0.49,0.57,0.69,0.52,0.73,0.43,0.43,0.45
wxcrp.csv,0.5,0.25,0.07,0.61,0.42,0.53,0.44,0.84,0.48,0.73,0.43,0.41,0.67
