,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.39,1.0,0.5,0.91,0.71,0.53,0.0,0.64,1.0,0.59,1.0,0.54,0.0,1.0,0.83,1.0,0.62,0.88,0.0,0.86
badtrinity-zero.csv,0.48,0.5,0.45,0.99,0.78,0.25,0.25,0.52,0.91,0.39,0.08,0.47,0.07,0.38,0.47,0.79,0.44,1.0,0.14,0.49
boost.csv,0.46,0.42,0.42,0.56,0.81,0.23,0.24,0.42,0.9,0.49,0.07,0.97,0.11,0.84,0.46,0.78,0.45,0.9,0.05,0.51
critterding.csv,0.44,0.97,0.28,0.5,0.67,0.26,0.17,0.38,0.87,0.34,0.08,0.43,0.04,0.71,0.44,0.72,0.34,0.91,0.09,0.39
enzo.csv,0.42,0.43,0.3,0.54,0.73,0.37,0.29,0.46,0.86,0.33,0.09,0.38,0.05,0.77,0.49,0.7,0.42,0.99,0.09,0.41
etics.csv,0.82,0.92,1.0,0.75,0.76,0.54,0.43,0.63,0.94,0.56,0.19,0.69,0.16,0.9,0.76,0.81,0.5,0.86,0.12,0.75
fmri-dmt.csv,0.77,1.0,0.5,0.5,1.0,0.5,0.0,0.43,0.88,0.0,0.0,0.46,0.2,1.0,0.78,1.0,0.57,1.0,1.0,0.75
genecys.csv,0.43,0.45,0.25,0.53,0.69,0.33,0.21,0.39,1.0,0.35,0.08,0.38,0.07,0.7,0.45,0.7,0.33,0.81,0.09,0.35
gusanos.csv,0.42,0.48,0.22,0.49,0.74,0.36,0.22,0.46,0.88,0.32,0.09,0.35,0.07,1.0,0.42,0.71,0.45,0.93,0.11,0.35
kftpgrabber.csv,0.46,0.53,0.43,0.63,0.69,0.42,0.31,0.49,0.92,0.62,0.15,0.4,0.05,0.85,0.53,0.93,1.0,0.95,0.09,0.62
kvs.csv,0.4,0.56,0.5,0.54,0.69,0.25,1.0,0.49,0.84,0.54,0.09,0.44,0.1,0.76,0.63,0.86,0.59,0.91,0.17,0.5
mcore3d.csv,0.41,0.46,0.36,0.51,0.99,0.45,0.22,0.5,0.9,0.32,0.07,0.41,0.11,0.76,0.49,0.73,0.43,0.89,0.09,0.43
modplug.csv,0.44,0.47,0.23,0.49,0.71,0.39,0.26,0.45,0.92,0.34,0.11,0.41,0.06,0.83,0.53,1.0,0.39,0.72,0.06,0.45
monetdb.csv,0.44,0.52,0.5,0.61,0.69,0.4,0.25,0.59,0.89,0.98,0.08,0.38,0.08,0.78,0.68,0.87,0.55,0.78,0.1,0.65
ogrehg.csv,0.43,0.38,0.39,0.5,0.76,0.38,0.35,0.95,0.85,0.32,0.07,0.32,0.06,0.78,0.46,0.69,0.37,0.79,0.16,0.3
passwordsafe.csv,0.51,0.51,0.21,0.6,0.73,0.36,0.26,0.47,0.92,0.49,0.11,0.39,0.15,0.71,0.68,0.84,0.38,0.91,0.08,0.96
projecteqemu.csv,0.58,0.63,0.67,0.68,0.82,0.53,0.24,0.57,0.93,0.46,0.07,0.51,0.11,0.87,0.97,0.96,0.58,0.84,0.12,0.64
quarkplayer.csv,0.38,0.4,0.23,0.41,0.69,0.24,0.3,0.32,0.67,0.28,0.03,0.17,1.0,0.66,0.42,0.61,0.28,0.77,0.06,0.29
reactos-mirror.csv,0.95,0.45,0.32,0.5,0.68,0.31,0.26,0.42,0.87,0.51,0.06,0.35,0.06,0.7,0.46,0.77,0.36,0.75,0.1,0.41
xbplayer.csv,0.67,0.56,0.14,0.68,0.71,1.0,0.18,0.55,0.96,0.68,0.17,0.56,0.06,0.94,0.62,0.81,0.49,0.8,0.11,0.75
