,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.99,0.5,0.75,0.91,0.86,0.93,0.0,0.96,0.86,0.94,0.92,0.92,0.91,0.83,0.92,0.9,0.88,0.88,0.0,0.86
badtrinity-zero.csv,0.97,0.75,0.5,0.54,0.68,0.75,0.4,0.49,0.36,0.41,0.38,0.56,0.47,0.88,0.34,0.48,0.46,0.92,0.57,0.41
boost.csv,0.57,0.48,0.58,0.53,0.6,0.58,0.53,0.57,0.49,0.51,0.57,0.71,0.59,0.5,0.46,0.54,0.45,0.57,0.6,0.62
critterding.csv,0.65,0.64,0.44,0.54,0.61,0.57,0.48,0.64,0.5,0.61,0.59,0.59,0.51,0.63,0.44,0.51,0.58,0.59,0.38,0.55
enzo.csv,0.4,0.4,0.4,0.4,0.37,0.34,0.32,0.38,0.33,0.38,0.35,0.38,0.38,0.37,0.36,0.37,0.39,0.37,0.29,0.37
etics.csv,0.98,0.75,0.69,0.86,0.89,0.88,0.86,0.98,0.5,0.94,0.94,0.96,0.96,0.9,0.62,0.88,0.71,0.93,0.71,0.95
fmri-dmt.csv,0.97,0.75,0.5,0.5,0.86,0.9,0.0,0.96,0.76,0.0,0.0,0.92,0.9,0.5,0.89,0.67,0.86,0.83,0.83,0.75
genecys.csv,0.39,0.42,0.4,0.42,0.4,0.39,0.39,0.46,0.44,0.34,0.4,0.45,0.4,0.42,0.42,0.38,0.42,0.41,0.3,0.43
gusanos.csv,0.65,0.45,0.56,0.51,0.41,0.4,0.42,0.46,0.38,0.45,0.45,0.54,0.47,0.42,0.42,0.45,0.39,0.59,0.38,0.48
kftpgrabber.csv,0.43,0.53,0.57,0.59,0.6,0.48,0.41,0.56,0.35,0.52,0.54,0.43,0.55,0.54,0.5,0.48,0.53,0.75,0.36,0.52
kvs.csv,0.52,0.72,0.83,0.66,0.92,0.73,0.84,0.91,0.63,0.64,0.82,0.76,0.8,0.94,0.59,0.55,0.73,0.62,0.72,0.83
mcore3d.csv,0.5,0.51,0.52,0.46,0.47,0.45,0.6,0.47,0.38,0.47,0.4,0.54,0.51,0.38,0.41,0.45,0.43,0.39,0.36,0.51
modplug.csv,0.43,0.49,0.42,0.49,0.5,0.43,0.63,0.52,0.44,0.43,0.56,0.44,0.62,0.42,0.4,0.42,0.41,0.59,0.36,0.56
monetdb.csv,0.48,0.57,0.62,0.58,0.52,0.57,0.94,0.71,0.39,0.59,0.65,0.6,0.58,0.44,0.58,0.57,0.5,0.71,0.45,0.67
ogrehg.csv,0.48,0.59,0.56,0.51,0.54,0.47,0.6,0.64,0.62,0.57,0.5,0.58,0.63,0.54,0.46,0.45,0.53,0.52,0.64,0.53
passwordsafe.csv,0.7,0.62,0.5,0.66,0.5,0.59,0.63,0.57,0.44,0.57,0.59,0.57,0.9,0.51,0.62,0.58,0.43,0.59,0.47,0.63
projecteqemu.csv,0.64,0.68,0.67,0.68,0.53,0.74,0.94,0.65,0.57,0.56,0.89,0.98,0.7,0.65,0.57,0.54,0.58,0.61,0.52,0.88
quarkplayer.csv,0.57,0.6,0.65,0.77,0.97,0.7,0.64,0.74,0.83,0.62,0.54,0.94,0.9,0.59,0.56,0.52,0.92,0.63,0.61,0.76
reactos-mirror.csv,0.64,0.53,0.43,0.51,0.53,0.48,0.53,0.58,0.49,0.49,0.61,0.49,0.5,0.51,0.41,0.48,0.52,0.63,0.39,0.62
xbplayer.csv,0.99,0.69,0.86,0.79,0.81,0.66,0.88,0.55,0.58,0.95,0.87,0.79,0.58,0.81,0.45,0.62,0.49,0.8,0.89,0.95
