,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.92,0.94,0.85,0.87,0.96,0.81,1.0,0.87,0.89,0.79,0.0,0.95,1.0,0.91,0.72,0.82,0.83,0.93,1.0,0.89
badtrinity-zero.csv,0.95,0.94,0.4,0.03,0.7,0.98,0.62,0.59,0.6,0.59,0.71,0.63,0.73,0.97,0.68,0.55,0.56,0.76,0.58,0.52
boost.csv,0.67,0.76,0.47,0.61,0.55,0.88,0.67,0.67,0.62,0.51,0.78,0.05,0.51,0.56,0.72,0.58,0.51,0.58,0.89,0.63
critterding.csv,0.69,0.06,0.68,0.76,0.73,0.79,0.89,0.73,0.9,0.68,0.73,0.65,0.87,0.72,0.83,0.7,0.69,0.56,0.77,0.7
enzo.csv,0.76,0.75,0.67,0.71,0.62,0.65,0.63,0.62,0.78,0.88,0.74,0.73,0.85,0.58,0.67,0.88,0.6,0.06,0.97,0.7
etics.csv,0.87,0.68,0.0,0.74,0.78,0.7,0.85,0.79,0.53,0.79,0.76,0.88,0.65,0.87,0.57,0.77,0.63,0.89,0.71,0.74
fmri-dmt.csv,0.94,0.88,0.92,0.99,0.94,0.77,1.0,0.93,0.79,1.0,1.0,0.96,0.82,0.97,0.81,0.95,0.87,0.94,0.0,0.95
genecys.csv,0.86,0.95,0.95,0.76,0.91,0.92,0.81,1.0,0.02,0.8,0.95,0.97,0.99,1.0,0.82,0.92,1.0,0.88,0.98,0.89
gusanos.csv,0.73,0.75,0.73,0.73,0.61,0.77,0.78,0.63,0.74,0.71,0.66,0.74,0.69,0.01,0.77,0.69,0.51,0.61,0.63,0.73
kftpgrabber.csv,0.66,0.63,0.57,0.67,0.76,0.53,0.53,0.65,0.65,0.48,0.56,0.67,0.81,0.52,0.62,0.52,0.0,0.81,0.7,0.49
kvs.csv,0.72,0.73,0.56,0.76,0.93,0.81,0.05,0.81,0.81,0.58,0.78,0.77,0.68,0.82,0.57,0.67,0.58,0.62,0.56,0.75
mcore3d.csv,0.7,0.69,0.49,0.7,0.02,0.53,0.68,0.6,0.62,0.71,0.77,0.67,0.48,0.6,0.64,0.65,0.56,0.51,0.74,0.64
modplug.csv,0.7,0.73,0.89,0.78,0.67,0.62,0.65,0.68,0.56,0.87,0.56,0.67,0.75,0.43,0.57,0.0,0.73,0.92,0.87,0.57
monetdb.csv,0.66,0.6,0.43,0.62,0.69,0.57,0.82,0.68,0.66,0.04,0.75,0.72,0.67,0.55,0.39,0.55,0.41,0.77,0.67,0.5
ogrehg.csv,0.67,0.8,0.53,0.74,0.57,0.61,0.45,0.08,0.81,0.73,0.79,0.82,0.74,0.58,0.71,0.77,0.63,0.81,0.48,0.86
passwordsafe.csv,0.6,0.62,0.79,0.67,0.61,0.64,0.7,0.6,0.53,0.52,0.58,0.69,0.45,0.69,0.44,0.57,0.62,0.61,0.78,0.04
projecteqemu.csv,0.61,0.67,0.54,0.69,0.55,0.6,0.82,0.6,0.59,0.64,0.85,0.83,0.61,0.71,0.06,0.55,0.53,0.7,0.61,0.72
quarkplayer.csv,0.74,0.79,0.72,0.82,0.84,0.83,0.53,0.81,0.96,0.79,0.99,0.96,0.09,0.79,0.75,0.99,0.82,0.79,0.81,0.81
reactos-mirror.csv,0.12,0.75,0.6,0.73,0.73,0.81,0.61,0.7,0.81,0.46,0.8,0.95,0.82,0.75,0.78,0.56,0.72,0.81,0.68,0.62
xbplayer.csv,0.76,0.75,0.93,0.77,0.83,0.1,0.87,0.67,0.64,0.68,0.68,0.75,0.78,0.78,0.56,0.71,0.52,0.96,0.84,0.74
