,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.09,0.06,0.15,0.13,0.04,0.19,0.0,0.13,0.11,0.21,1.0,0.05,0.0,0.09,0.28,0.18,0.17,0.07,0.0,0.11
badtrinity-zero.csv,0.05,0.06,0.69,0.97,0.32,0.02,0.6,0.49,0.77,0.66,0.58,0.44,0.36,0.04,0.61,0.6,0.57,0.24,0.5,0.65
boost.csv,0.41,0.38,0.62,0.66,0.5,0.43,0.45,0.64,0.56,0.57,0.33,0.95,0.73,0.48,0.72,0.53,0.67,0.45,0.17,0.4
critterding.csv,0.42,0.94,0.85,0.72,0.53,0.43,0.65,0.59,0.84,0.47,0.75,0.72,0.45,0.37,0.78,0.69,0.6,0.48,0.67,0.75
enzo.csv,0.79,0.53,0.92,0.85,0.73,0.76,1.0,0.73,0.6,0.89,0.83,0.64,0.64,0.81,0.75,0.89,0.87,0.95,1.0,0.84
etics.csv,0.13,0.32,1.0,0.27,0.24,0.31,0.15,0.21,0.52,0.21,0.25,0.12,0.36,0.13,0.44,0.24,0.4,0.12,0.33,0.26
fmri-dmt.csv,0.06,0.12,0.08,0.01,0.06,0.24,0.0,0.07,0.24,0.0,0.0,0.04,0.18,0.03,0.19,0.05,0.13,0.06,1.0,0.05
genecys.csv,0.96,0.94,1.0,0.89,0.97,1.0,0.8,0.99,0.98,0.89,1.0,0.97,1.0,1.0,0.81,0.93,1.0,0.91,1.0,0.82
gusanos.csv,0.34,0.82,0.46,0.63,0.67,0.93,0.8,0.49,0.68,0.51,0.67,0.44,0.45,0.99,0.61,0.64,0.77,0.4,0.67,0.6
kftpgrabber.csv,0.45,0.47,0.46,0.37,0.3,0.74,0.6,0.41,0.39,0.55,0.5,0.6,0.27,0.52,0.47,0.49,1.0,0.19,0.5,0.54
kvs.csv,0.43,0.29,0.46,0.28,0.07,0.33,0.95,0.2,0.26,0.45,0.25,0.26,0.36,0.19,0.47,0.35,0.43,0.4,0.5,0.26
mcore3d.csv,0.47,0.56,0.69,0.66,0.98,0.6,0.45,0.49,0.56,0.51,0.42,0.67,0.73,0.78,0.56,0.58,0.83,0.58,0.67,0.46
modplug.csv,0.76,0.74,0.85,0.71,0.67,0.83,0.45,0.86,0.95,0.94,0.67,0.7,0.45,0.75,0.67,1.0,0.97,0.49,0.5,0.63
monetdb.csv,0.59,0.65,0.62,0.44,0.46,0.62,0.2,0.34,0.52,0.96,0.33,0.38,0.45,0.73,0.72,0.47,0.7,0.31,0.5,0.53
ogrehg.csv,0.54,0.38,0.54,0.72,0.56,0.71,0.75,0.93,0.53,0.6,0.58,0.54,0.36,0.54,0.67,0.69,0.63,0.72,0.67,0.54
passwordsafe.csv,0.49,0.59,0.54,0.38,0.6,0.55,0.35,0.6,0.71,0.55,0.75,0.48,0.64,0.48,0.64,0.47,0.6,0.41,0.5,0.96
projecteqemu.csv,0.43,0.35,0.46,0.33,0.5,0.43,0.2,0.44,0.45,0.4,0.17,0.18,0.45,0.3,0.94,0.45,0.5,0.36,0.5,0.28
quarkplayer.csv,0.51,0.47,0.46,0.38,0.18,0.38,0.7,0.35,0.06,0.47,0.25,0.14,0.91,0.55,0.53,0.62,0.23,0.54,0.33,0.3
reactos-mirror.csv,0.89,0.65,0.92,0.71,0.64,0.76,0.6,0.73,0.77,0.66,0.33,0.85,0.73,0.7,0.81,0.67,0.8,0.38,0.67,0.58
xbplayer.csv,0.25,0.26,0.08,0.24,0.18,0.9,0.15,0.36,0.37,0.32,0.33,0.26,0.27,0.22,0.5,0.31,0.57,0.04,0.17,0.26
