,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.84,0.74,0.92,1.0,0.67,0.89,0.85,0.9,0.05,0.89,0.83,0.76,0.91,0.9,0.9,0.89,0.88,0.9
dvd-create.csv,0.0,0.57,0.76,0.55,0.69,0.78,0.66,0.89,0.65,0.92,0.79,0.58,0.75,0.6,0.83,0.84,0.8,0.67
echongl.csv,0.93,0.8,0.77,0.74,0.87,0.82,0.69,0.53,0.84,0.0,0.72,0.86,0.87,0.75,0.71,0.96,0.8,0.75
empserver.csv,0.76,0.65,0.56,0.59,0.82,0.14,0.77,1.0,0.58,0.64,0.84,0.61,0.6,0.71,0.71,0.68,0.8,0.79
gdis.csv,0.6,0.41,0.77,0.71,0.84,0.71,0.6,1.0,0.63,0.87,0.7,0.0,0.75,0.58,0.76,0.73,0.58,0.57
gmerlin.csv,0.8,0.86,0.6,0.68,0.61,0.72,0.83,0.8,0.81,0.78,0.74,0.55,0.03,0.76,0.77,0.93,0.78,0.79
growl-for-windows.csv,0.89,0.55,0.62,0.74,0.67,0.62,0.84,0.6,0.71,1.05,0.66,0.64,1.0,0.74,0.03,0.95,0.7,0.91
mpgravity.csv,0.75,0.45,0.6,0.0,0.73,0.67,0.71,0.52,0.68,0.71,0.63,0.49,0.68,0.64,0.43,0.56,0.69,0.72
myfaces.csv,0.78,0.91,0.75,0.78,0.06,0.92,0.98,0.72,0.78,0.7,0.93,0.93,0.63,0.84,0.51,0.99,0.8,0.9
nativeclient.csv,0.63,0.48,0.8,0.62,0.5,0.57,0.72,0.94,0.68,0.87,0.69,0.46,0.5,0.52,0.63,0.44,0.04,0.87
passwordsafe.csv,0.45,0.4,0.59,0.68,0.67,0.74,0.61,0.85,0.68,0.69,0.77,0.64,0.77,0.02,0.75,0.58,0.67,0.55
phonon-vlc-mplayer.csv,0.55,0.0,0.76,0.84,0.68,0.56,0.67,0.81,0.5,0.87,0.67,0.6,0.77,0.7,0.57,0.56,0.72,0.68
ppcboot.csv,0.78,0.46,0.92,0.85,0.71,0.71,0.04,0.95,0.63,0.54,0.64,0.71,0.71,0.7,0.73,0.5,0.75,0.71
rtrt-on-gpu.csv,0.93,1.0,1.0,0.93,0.75,1.0,0.93,0.0,0.98,0.9,0.86,0.99,0.95,0.83,0.69,0.88,0.84,0.91
sandiaportals.csv,0.54,0.39,0.89,0.83,0.93,0.69,0.55,0.79,0.75,0.88,0.53,0.83,0.71,0.5,0.91,0.0,0.69,0.58
tktoolkit.csv,0.93,0.89,0.09,0.61,0.87,0.84,0.76,0.7,0.83,0.9,0.81,0.88,0.73,0.89,0.53,0.99,0.8,0.91
ultimairis.csv,0.8,0.53,0.84,0.49,0.8,0.7,0.95,0.77,0.65,0.69,0.06,0.91,0.79,0.53,0.76,0.76,0.84,0.9
wikipediardware.csv,0.84,0.72,0.85,0.95,0.87,0.81,0.76,0.94,0.89,1.0,0.93,0.56,0.7,0.72,0.92,0.63,0.8,0.09
