,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.67,0.84,0.79,0.71,0.31,0.58,0.71,0.9,0.84,0.62,0.69,0.91,0.52,0.17
bibedt.csv,0.96,0.39,0.9,0.51,0.59,0.91,0.51,0.39,0.71,0.54,0.95,0.86,0.7,0.71
brlcad.csv,0.45,0.77,0.6,0.95,0.78,0.75,0.63,0.51,0.84,0.55,0.76,0.88,0.55,0.71
co-ode-owl-plugins.csv,0.79,0.46,0.56,0.8,0.29,0.99,0.68,0.71,0.62,0.51,0.67,0.56,0.58,0.15
firebreath.csv,0.54,0.62,0.43,0.54,0.79,1.04,0.53,0.57,0.55,0.48,0.87,0.65,0.61,0.81
fltk.csv,0.84,0.36,0.65,0.43,0.46,0.99,0.71,1.0,0.49,0.54,0.69,0.61,0.51,0.72
glas.csv,0.71,0.41,0.64,0.67,0.53,0.63,0.5,0.63,0.65,0.94,0.48,0.67,0.82,0.51
gretl.csv,0.81,0.45,0.71,0.66,0.41,0.61,0.49,0.48,0.56,0.87,0.73,0.72,0.74,0.41
konversation.csv,0.83,0.33,0.53,0.6,0.8,0.71,0.66,0.57,0.58,0.42,0.97,0.73,0.74,0.91
micomt.csv,0.62,0.57,0.72,0.53,1.0,1.03,0.47,0.66,0.45,0.23,0.65,0.65,0.69,0.85
openxava.csv,0.64,0.39,0.7,0.75,0.88,0.37,0.57,0.61,0.83,0.96,0.89,0.41,0.93,0.52
sumatrapdf.csv,0.67,0.61,0.87,0.86,0.89,0.99,0.53,0.69,0.32,0.66,0.96,0.57,1.0,0.98
tweetsharp.csv,0.59,0.43,0.78,0.67,0.74,0.95,0.87,0.6,0.6,0.58,0.81,0.95,0.41,0.36
wxcode.csv,0.89,0.44,0.76,0.6,0.94,0.6,0.66,0.72,0.57,0.69,0.98,0.18,0.87,1.1
