,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.79,1.0,0.98,0.65,0.49,0.62,0.16,0.63
forester-atv.csv,0.85,0.54,0.69,0.49,0.74,0.89,0.71,0.69
google-collections.csv,0.97,0.18,1.0,1.0,1.0,1.0,1.0,1.0
jsecurity.csv,0.63,0.89,0.91,0.61,0.82,0.45,0.95,0.55
opensim4opencog.csv,0.42,1.08,0.86,0.71,0.54,0.88,0.81,0.5
paintown.csv,0.36,1.0,1.0,0.88,0.95,0.98,1.0,0.52
smbopensoft.csv,0.99,1.01,0.28,0.71,0.95,0.66,0.49,0.88
thout.csv,0.92,1.01,0.66,0.78,0.39,0.73,0.55,0.98
