,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.62,0.61,0.62,0.0,0.5,0.6,0.0,0.0
decidr.csv,0.68,0.67,0.61,0.35,0.73,0.09,0.62,0.13
exist.csv,0.53,0.13,0.48,0.46,0.44,0.76,0.13,0.47
ivatamasks.csv,0.75,0.66,0.62,0.58,0.72,0.66,0.78,0.54
libopenmetaverse.csv,0.0,0.0,0.09,0.6,0.0,0.49,0.0,0.29
mule.csv,0.55,0.7,0.27,0.56,0.27,0.3,0.0,0.27
runuomondains.csv,0.49,0.43,0.16,0.2,0.61,0.47,0.0,0.87
