,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.35,0.62,0.49,0.4,0.86,0.6,0.5,0.65,0.53,0.71,0.57,0.36,0.53,0.46,0.67,0.45,0.53,0.52,0.75,0.42
checker-framework.csv,0.75,0.95,0.9,0.8,0.83,0.86,0.78,0.69,0.98,0.5,0.8,0.68,0.9,0.76,0.89,0.98,0.98,0.93,0.0,0.8
customsagetv.csv,0.93,0.93,0.0,0.0,0.8,0.0,0.75,0.94,0.95,0.83,0.0,0.92,0.49,0.5,0.86,0.5,0.94,0.97,0.89,0.67
elvishrayrenderer.csv,0.46,0.61,0.49,0.45,0.46,0.61,0.33,0.53,0.49,0.6,0.64,0.49,0.56,0.57,0.79,0.65,0.51,0.56,0.5,0.44
guineu.csv,0.69,0.97,0.75,0.41,0.74,0.0,0.41,0.7,0.92,0.8,0.83,0.68,0.64,0.76,0.5,0.56,0.92,0.96,0.67,0.75
inkscape.csv,0.89,0.98,0.0,0.5,0.6,0.47,0.83,0.8,0.91,0.9,0.42,0.86,0.94,0.0,0.83,0.83,0.91,0.91,0.47,0.69
mesa3d.csv,0.83,0.92,0.92,0.75,0.97,0.9,0.91,0.92,0.72,0.94,0.83,0.75,0.0,0.98,0.5,0.85,0.75,0.96,0.78,0.85
nsis.csv,0.38,0.41,0.5,0.42,0.39,0.38,0.44,0.54,0.44,0.49,0.44,0.45,0.33,0.54,0.48,0.52,0.44,0.48,0.38,0.43
octave.csv,0.6,0.87,0.43,0.54,0.95,0.88,0.56,0.77,0.97,0.92,0.86,0.72,0.44,0.79,0.74,0.61,0.96,0.71,0.67,0.7
oorexx.csv,0.4,0.77,0.83,0.9,0.5,0.42,0.52,0.54,0.59,0.56,0.45,0.45,0.34,0.43,0.54,0.53,0.63,0.49,0.5,0.43
owfs.csv,0.62,0.91,0.67,0.9,0.91,0.89,0.58,0.41,0.81,0.67,0.86,0.57,0.88,0.55,0.75,0.97,0.86,0.96,0.64,0.83
owlib.csv,0.41,0.55,0.5,0.4,0.39,0.45,0.53,0.6,0.47,0.54,0.55,0.41,0.35,0.48,0.64,0.48,0.48,0.63,0.41,0.32
prelude.csv,0.33,0.45,0.49,0.42,0.38,0.38,0.43,0.5,0.49,0.44,0.39,0.4,0.31,0.48,0.45,0.49,0.47,0.48,0.44,0.38
robocode.csv,0.5,0.93,0.52,0.34,0.76,0.92,0.52,0.7,0.56,0.88,0.88,0.51,0.56,0.45,0.78,0.51,0.54,0.73,0.93,0.53
tencompetence.csv,0.84,0.55,0.81,0.92,0.95,0.63,0.75,0.89,0.86,0.92,0.67,0.79,0.93,0.76,0.79,0.59,0.79,0.62,0.75,0.68
trinitycore.csv,0.62,0.95,0.76,0.7,0.39,0.86,0.64,0.6,0.82,0.76,0.58,0.62,0.42,0.98,0.71,0.9,0.8,0.61,0.47,0.5
uwom-server.csv,0.72,0.97,0.0,0.8,0.95,0.92,0.68,0.6,0.81,0.75,0.78,0.63,0.45,0.83,0.87,0.97,0.82,0.66,0.69,0.67
xfce.csv,0.36,0.52,0.46,0.41,0.71,0.49,0.4,0.45,0.53,0.51,0.52,0.41,0.6,0.47,0.43,0.49,0.54,0.48,0.53,0.38
zengine.csv,0.29,0.38,0.39,0.35,0.44,0.33,0.33,0.41,0.37,0.4,0.42,0.35,0.31,0.36,0.43,0.37,0.38,0.39,0.37,0.33
zildo.csv,0.5,0.97,0.5,0.56,0.9,0.92,0.75,0.67,0.71,0.86,0.83,0.47,0.88,0.54,0.8,0.55,0.72,0.7,0.83,0.47
