,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.62,0.46,1.0,1.0,0.32,0.4,0.39,0.62,0.68,0.37,0.5,0.68,0.4,1.0,0.95,0.99,0.65,0.3,0.28,0.71
checker-framework.csv,0.27,0.22,0.14,0.09,0.09,0.02,0.22,1.0,0.07,0.0,0.11,0.34,0.06,0.39,0.23,0.13,0.07,0.19,0.0,0.12
customsagetv.csv,0.31,0.1,0.0,0.0,0.0,0.0,0.13,0.23,0.12,0.06,0.03,0.2,0.98,0.01,0.0,0.0,0.13,0.15,0.14,0.06
elvishrayrenderer.csv,0.54,0.43,1.0,0.91,0.59,0.33,0.57,0.54,0.57,0.38,0.47,0.5,0.27,0.72,0.23,0.43,0.58,0.22,0.69,1.0
guineu.csv,1.0,0.18,0.1,0.82,0.32,0.0,0.48,0.38,0.07,0.06,0.08,0.32,0.42,0.22,0.05,0.35,0.07,0.05,0.06,0.09
inkscape.csv,0.12,0.17,0.02,0.0,0.23,0.98,0.17,0.08,0.21,0.12,0.5,0.09,0.06,0.0,0.05,0.03,0.2,0.14,0.61,0.24
mesa3d.csv,0.0,0.04,0.26,0.0,0.09,0.09,0.04,0.15,0.43,0.2,0.08,0.09,0.0,0.22,0.05,0.84,0.33,0.14,0.33,0.26
nsis.csv,0.65,0.94,0.98,1.0,0.95,0.95,0.91,0.77,0.93,1.0,0.95,0.64,0.96,0.82,0.68,0.83,0.93,0.61,0.94,0.85
octave.csv,0.58,0.22,0.33,0.45,0.86,0.19,0.52,0.38,0.12,0.13,0.18,0.32,0.75,0.17,0.23,0.39,0.13,0.43,0.03,0.5
oorexx.csv,0.73,0.2,0.14,0.09,0.64,0.63,0.43,0.46,0.45,0.29,0.42,0.66,0.75,0.53,0.45,0.46,0.36,0.38,0.94,0.53
owfs.csv,0.42,0.05,0.07,0.91,0.14,0.09,0.3,0.62,0.27,0.02,0.13,0.36,0.02,0.28,0.14,0.22,0.25,0.08,0.25,0.15
owlib.csv,0.81,0.99,0.98,1.0,0.91,0.51,0.74,0.77,0.54,0.8,0.55,0.66,0.81,0.83,0.55,0.88,0.6,0.64,0.67,0.76
prelude.csv,0.88,0.88,0.98,1.0,1.0,0.93,0.96,1.0,0.8,0.76,0.97,0.86,0.98,0.84,0.86,0.86,0.82,0.9,0.86,0.94
robocode.csv,0.77,0.24,0.93,0.73,0.36,0.16,1.0,0.69,0.43,0.08,0.18,0.59,0.5,0.76,0.27,0.8,0.45,0.36,0.17,0.35
tencompetence.csv,0.19,0.5,0.29,0.0,0.14,0.44,0.09,0.31,0.29,0.15,0.61,0.25,0.23,0.37,0.18,0.59,0.31,0.99,0.33,0.32
trinitycore.csv,0.38,0.08,0.33,0.55,0.95,0.23,0.61,0.69,0.84,0.26,0.34,0.45,0.87,0.16,0.32,0.38,0.89,0.78,0.72,0.47
uwom-server.csv,0.35,0.1,0.02,0.09,0.09,0.19,0.61,0.77,0.96,0.02,0.13,0.48,0.85,0.02,0.27,0.2,0.84,0.56,0.31,0.32
xfce.csv,0.81,0.69,0.64,0.64,0.36,0.42,0.83,0.69,0.77,0.41,0.53,0.8,0.17,0.98,0.55,0.71,0.8,0.48,0.5,0.62
zengine.csv,0.88,0.94,0.55,0.73,0.86,0.95,0.74,0.77,0.8,0.45,0.97,0.95,0.79,0.64,0.77,0.78,0.82,0.59,0.83,0.85
zildo.csv,0.5,0.23,0.33,0.45,0.05,0.23,0.13,0.0,0.3,0.07,0.13,0.98,0.06,0.34,0.27,0.38,0.29,0.16,0.08,0.35
