,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.4,0.47,0.88,0.3,0.28,0.47,0.49,0.27,0.4,0.53,0.62,0.67,0.47,0.82,0.98,0.35,0.39,0.39,0.38,0.74
checker-framework.csv,0.33,0.29,0.23,0.13,0.14,0.04,0.31,1.0,0.08,0.0,0.19,0.45,0.1,0.52,0.25,0.16,0.08,0.28,0.0,0.21
customsagetv.csv,0.4,0.18,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.11,0.05,0.32,0.99,0.02,0.0,0.0,0.19,0.25,0.22,0.11
elvishrayrenderer.csv,0.46,0.46,0.88,0.3,0.25,0.42,0.55,0.33,0.35,0.55,0.57,0.56,0.33,0.69,0.24,0.27,0.36,0.32,0.68,1.0
guineu.csv,1.0,0.28,0.17,0.42,0.31,0.0,0.55,0.23,0.12,0.11,0.14,0.44,0.55,0.35,0.08,0.32,0.12,0.08,0.1,0.16
inkscape.csv,0.17,0.24,0.05,0.0,0.13,0.98,0.28,0.11,0.24,0.21,0.61,0.16,0.09,0.0,0.07,0.05,0.22,0.23,0.63,0.34
mesa3d.csv,0.0,0.08,0.41,0.0,0.08,0.15,0.06,0.15,0.32,0.33,0.14,0.17,0.0,0.33,0.08,0.87,0.29,0.24,0.44,0.38
nsis.csv,0.38,0.55,0.87,0.31,0.29,0.71,0.68,0.32,0.38,1.0,0.84,0.57,0.71,0.73,0.41,0.33,0.38,0.59,0.72,0.76
octave.csv,0.49,0.27,0.5,0.27,0.93,0.27,0.42,0.18,0.16,0.22,0.31,0.35,0.68,0.28,0.2,0.36,0.17,0.5,0.05,0.6
oorexx.csv,0.45,0.22,0.25,0.1,0.38,0.61,0.45,0.32,0.37,0.44,0.55,0.55,0.62,0.64,0.32,0.35,0.31,0.45,0.97,0.63
owfs.csv,0.47,0.1,0.13,0.95,0.18,0.15,0.4,0.53,0.34,0.04,0.22,0.49,0.03,0.43,0.23,0.28,0.34,0.15,0.38,0.25
owlib.csv,0.6,0.99,0.87,0.3,0.28,0.52,0.56,0.29,0.31,0.86,0.59,0.64,0.66,0.75,0.51,0.37,0.35,0.65,0.6,0.72
prelude.csv,0.47,0.56,0.99,0.32,0.3,0.71,0.61,0.37,0.38,0.82,0.88,0.64,0.7,0.77,0.45,0.36,0.37,0.79,0.7,0.78
robocode.csv,0.57,0.35,0.89,0.29,0.31,0.25,1.0,0.3,0.32,0.15,0.3,0.56,0.57,0.74,0.27,0.34,0.32,0.45,0.24,0.47
tencompetence.csv,0.2,0.42,0.41,0.0,0.14,0.52,0.15,0.36,0.29,0.26,0.74,0.35,0.36,0.46,0.2,0.31,0.3,1.0,0.4,0.42
trinitycore.csv,0.31,0.13,0.44,0.29,0.31,0.35,0.5,0.24,0.89,0.4,0.46,0.42,0.74,0.26,0.25,0.38,0.93,0.72,0.7,0.57
uwom-server.csv,0.33,0.15,0.05,0.13,0.09,0.29,0.52,0.3,0.98,0.04,0.21,0.45,0.76,0.04,0.23,0.27,0.88,0.6,0.45,0.48
xfce.csv,0.48,0.55,0.77,0.33,0.32,0.45,0.66,0.51,0.45,0.56,0.68,0.64,0.2,0.99,0.36,0.39,0.45,0.52,0.55,0.67
zengine.csv,0.44,0.56,0.71,0.3,0.4,0.75,0.61,0.44,0.44,0.6,0.97,0.71,0.63,0.71,0.47,0.41,0.44,0.6,0.68,0.73
zildo.csv,0.43,0.35,0.5,0.37,0.06,0.36,0.22,0.0,0.32,0.13,0.23,0.99,0.1,0.48,0.37,0.32,0.31,0.25,0.14,0.47
